Nome applicazione;Open Data Index;Dati considerati utili al cittadino ;Dati considerati utili alle aziende;Dati considerati utili alle università;Dati già pubblicati;Esportabilità dei dati considerati utili al cittadino;Esportabilità dei dati considerati utili alle aziende;Esportabilità dei dati considerati utili alle università;Formato di esportazione dei dati utili al cittadino;Formato di esportazione dei dati utili alle aziende;Formato di esportazione dei dati utili alle università;Descrizione dei dati considerati utili al cittadino;Descrizione dei dati considerati utili alle aziende;Descrizione dei dati considerati utili alle università;Qualità dei dati considerati utili al cittadino;Qualità dei dati considerati utili alle aziende;Qualità dei dati considerati utili alle università;Tempestività dei dati considerati utili alle aziende;Tempestività dei dati considerati utili alle università;Tempestività dei dati considerati utili al cittadino;Tot dati considerati utili al cittadino ;Tot dati considerati utili alle aziende ;Tot dati considerati utili alle università ;Tot dati pubblicati e utilità dei dati potenzialmente disp;Tot esportabilità dei dati considerati utili;Tot formato di esportazione dei dati utili;Tot qualità dei dati;Tot tempestività di aggiornamento dei dati
Gestione canile e catalogo WEB;44;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;3;10;0;0;38;0;0;3;3
Gestione canile e catalogo WEB;44;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;3;10;0;0;38;0;0;3;3
Gestione canile e catalogo WEB;44;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;3;10;0;0;38;0;0;3;3
Gestione canile e catalogo WEB;44;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;3;10;0;0;38;0;0;3;3
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Spese investimenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
Riepilogo finanziamenti;43;0;0;3;0;3;3;3;2;2;2;0;0;7;3;3;3;3;3;3;0;0;10;10;9;6;9;9
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
SAP - Gestione Immobiliare;42;3;3;0;0;3;3;0;2;0;2;7;7;0;3;3;0;3;0;3;10;10;0;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Gestione personale PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Anagrafe PM;42;0;3;3;0;0;3;3;0;2;2;0;7;7;0;3;3;3;3;0;0;10;10;20;6;4;6;6
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Scrivania del Professionista;41;3;0;0;28;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;10;0;0;38;0;0;3;0
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
Protocollo di Settore PM;39;3;3;3;0;3;0;0;0;0;0;7;7;7;3;0;0;0;0;3;10;10;10;30;3;0;3;3
ACI;39;3;3;3;0;3;3;3;0;0;0;7;7;7;0;0;0;0;0;0;10;10;10;30;9;0;0;0
