Sezioni 2001;1. Comune di Bologna;2. Comuni della provincia Bologna;3. Altre province Emilia-Romagna;4. Italia nord occidentale;5. Italia nord orientale;6. Italia centrale;7. Italia meridionale e insulare;8. Stati esteri;Totale
0813;40;14;;;2;3;5;28;92
0814;50;24;11;1;2;3;24;21;136
0815;128;38;28;6;6;8;46;28;288
0816;179;74;44;9;9;16;55;64;450
0818;105;53;19;4;7;4;50;50;292
0819;24;11;6;2;1;1;4;4;53
0820;60;10;3;1;2;1;10;9;96
0821;37;18;4;2;1;4;2;10;78
0823;23;9;9;;1;1;7;4;54
0824;51;19;14;;5;7;25;35;156
0825;25;10;7;;;;13;10;65
0826;32;15;10;1;1;1;20;18;98
0827;32;18;11;1;2;1;7;6;78
0828;16;14;6;1;2;1;6;9;55
0829;50;16;8;;3;3;21;11;112
0830;43;10;6;;1;;16;17;93
0831;77;20;4;7;2;4;13;5;132
0833;27;2;3;;1;3;8;3;47
0834;34;8;7;4;1;1;3;15;73
0835;42;16;8;1;3;5;32;18;125
0836;33;6;7;3;3;1;16;15;84
0837;36;18;7;1;1;;5;11;79
0838;26;6;10;2;4;;29;7;84
0839;60;24;12;2;3;5;33;57;196
0840;19;5;9;;2;3;12;5;55
0841;20;3;4;;2;1;29;8;67
0842;33;15;2;2;2;4;14;14;86
0844;66;26;17;1;1;10;12;37;170
0845;40;14;10;2;;1;14;6;87
0847;26;24;3;;3;1;4;7;68
0848;28;7;3;2;1;1;6;5;53
0849;97;40;19;5;6;2;46;48;263
0850;11;5;4;2;;1;6;8;37
0851;102;52;22;4;5;3;9;10;207
0852;126;72;21;3;;11;13;31;277
0853;163;43;15;4;8;4;26;50;313
0854;51;28;15;1;4;5;7;7;118
0855;77;36;12;5;1;2;11;6;150
0856;56;15;9;3;3;12;14;17;129
0857;82;43;21;7;1;1;14;6;175
0858;152;55;37;5;10;7;25;19;310
0859;94;46;25;4;6;5;22;13;215
0860;26;11;9;1;;1;6;5;59
0861;19;15;6;1;;2;4;5;52
0862;92;30;13;2;3;5;18;28;191
0863;84;36;11;6;6;6;16;25;190
0865;54;25;17;1;3;8;11;25;144
0866;97;30;18;5;5;7;20;24;206
0867;25;5;1;1;;;1;3;36
0868;128;62;26;6;5;5;32;22;286
0869;91;32;15;6;8;4;7;15;178
0870;66;36;15;1;5;4;16;18;161
0871;31;8;2;;2;;7;4;54
0872;22;16;7;2;5;1;7;7;67
0873;52;17;8;;4;3;14;18;116
0874;74;23;7;1;3;1;13;6;128
0875;40;20;14;3;1;4;10;1;93
0876;24;11;4;3;1;3;7;7;60
0877;19;3;4;;1;2;2;9;40
0878;42;10;4;2;;1;8;4;71
0879;75;15;10;1;5;3;30;15;154
0880;30;3;;2;;2;8;3;48
0881;23;10;7;1;;2;9;15;67
0885;8;;;;;1;;2;11
0886;2;;;;;;;;2
0888;53;20;11;7;4;10;38;37;180
0891;3;6;3;;;;12;7;31
0892;2;;;;;;7;1;10
0893;4;2;1;;;3;7;;17
0894;7;;;;;2;1;;10
0896;28;13;7;6;4;2;11;7;78
0897;5;3;5;;;;;1;14
0898;59;17;10;4;4;3;12;15;124
0899;37;9;11;3;2;2;23;27;114
0900;17;11;;1;;;3;1;33
0901;61;19;17;2;1;7;13;29;149
0902;135;52;33;5;4;5;37;51;322
0903;116;46;19;6;4;5;26;50;272
0904;60;18;13;2;5;4;19;29;150
0905;72;33;17;1;9;7;33;25;197
0906;116;54;29;7;5;6;41;50;308
0907;37;16;10;2;3;;22;13;103
0908;176;39;46;7;8;8;56;40;380
0909;49;18;8;2;2;4;11;9;103
0910;71;33;8;1;7;2;26;40;188
0911;73;36;16;3;3;6;34;42;213
0912;217;39;33;17;11;22;93;46;478
0913;41;16;13;1;4;3;20;30;128
0914;17;2;6;1;1;3;4;18;52
0915;14;6;1;;1;1;5;12;40
0916;14;;;3;2;2;4;6;31
0917;113;33;25;5;4;8;45;41;274
0918;88;34;26;5;4;6;20;44;227
0919;95;24;21;9;8;4;32;23;216
0920;81;25;13;3;4;3;12;21;162
0921;126;40;32;6;10;4;51;47;316
0922;107;34;16;7;3;5;54;47;273
0923;63;31;19;3;4;7;28;41;196
0924;35;6;6;1;2;3;7;6;66
0925;23;3;;;;1;7;4;38
0926;34;15;9;;1;6;14;22;101
0927;134;14;17;3;4;11;27;14;224
0928;117;27;11;4;5;9;38;45;256
0929;32;9;5;;1;2;8;4;61
0930;130;56;30;10;13;8;35;22;304
0931;62;31;20;4;1;1;24;31;174
0932;55;22;7;;6;4;13;14;121
0933;11;2;;;;;1;2;16
0934;6;1;1;;;;;;8
0935;7;2;2;1;;;1;2;15
0936;1;3;;;;;;2;6
0937;18;3;1;1;;;1;2;26
0938;10;1;1;1;2;1;1;;17
0940;5;3;2;2;;;3;5;20
0941;5;1;1;;;;2;;9
0942;4;;1;;;2;;;7
0944;3;2;;;;;;;5
0945;19;2;4;;;1;1;2;29
0946;12;3;2;1;;;1;1;20
0948;44;5;8;2;3;3;6;9;80
0949;8;1;;1;;1;3;1;15
0951;6;;;1;;1;;3;11
0952;18;9;3;;;;4;4;38
0955;1;2;;;;;;;3
0957;4;1;1;;1;;;1;8
0958;3;2;2;;;;2;1;10
0959;1;;;;;;;3;4
0962;2;;;1;;;;1;4
0964;;;;1;;;;;1
0966;111;49;30;10;5;8;24;39;276
0967;18;10;2;1;2;2;2;2;39
0969;39;22;15;3;8;6;25;25;143
0970;33;16;5;;2;2;7;12;77
0971;80;13;12;1;1;4;20;8;139
0978;21;1;;1;1;1;17;6;48
0979;55;11;11;4;3;5;28;7;124
0980;40;5;13;1;3;2;19;15;98
0981;2;1;;;;;;6;9
0982;39;2;2;;1;2;28;30;104
0983;3;4;;3;;;10;13;33
0984;54;15;10;7;6;7;39;19;157
0985;80;23;11;7;5;2;26;17;171
0986;54;17;5;1;8;6;29;29;149
0987;4;;1;;1;;4;11;21
0988;62;22;16;4;5;3;27;26;165
0989;18;7;7;1;;1;6;8;48
0990;51;17;34;4;7;7;31;28;179
0991;52;18;14;8;5;9;42;37;185
0992;64;10;12;;5;2;36;57;186
0994;24;3;4;2;1;3;12;8;57
0995;61;16;16;8;9;10;27;22;169
0996;;;;1;;;;;1
0997;70;30;5;6;3;7;10;19;150
0998;76;34;20;1;8;4;22;31;196
0999;43;8;7;6;3;6;19;16;108
1000;48;12;9;4;5;10;17;7;112
1001;99;35;18;4;8;5;40;42;251
1002;78;17;19;4;4;9;27;34;192
1003;69;32;20;5;10;9;35;20;200
1004;85;15;23;4;2;7;51;39;226
1005;79;23;9;1;5;9;25;21;172
1006;59;20;16;;2;8;33;29;167
1007;82;21;15;3;2;5;28;35;191
1008;36;10;9;4;2;2;11;7;81
1010;34;11;10;2;;3;14;23;97
1011;19;4;5;;;2;3;5;38
1013;48;23;7;;3;3;19;21;124
1014;28;19;6;3;1;3;12;1;73
1015;102;26;23;8;11;7;47;31;255
1016;65;26;14;5;3;6;33;40;192
1017;36;7;9;1;1;4;22;24;104
1018;27;9;8;;3;2;10;12;71
1019;9;7;2;;1;;6;4;29
1020;18;7;1;1;;;5;4;36
1021;33;11;2;2;2;4;6;8;68
1022;20;7;4;2;1;2;13;3;52
1023;13;7;3;1;;3;15;11;53
1024;80;41;17;5;3;10;49;24;229
1027;13;2;4;;1;;5;3;28
1028;77;40;28;6;9;6;48;50;264
1029;92;21;15;8;4;5;42;58;245
1031;28;10;7;6;2;2;11;17;83
1032;87;21;19;6;3;9;29;25;199
1033;94;36;16;;4;10;16;37;213
1034;12;9;2;1;;1;10;2;37
1035;31;19;9;;3;;14;7;83
1036;12;10;5;2;1;1;12;8;51
1037;41;12;5;1;1;5;11;24;100
1038;55;16;12;2;9;;22;6;122
1040;26;18;7;3;;6;7;8;75
1041;105;43;36;7;9;11;61;79;351
1042;77;37;20;6;10;12;34;49;245
1043;48;18;16;3;7;3;22;33;150
1044;33;10;9;1;7;2;12;19;93
1046;20;7;7;2;2;1;10;9;58
1047;29;5;12;;2;2;7;9;66
1049;10;5;4;;1;2;4;4;30
1050;6;3;2;;;;3;4;18
1051;5;1;3;1;3;2;16;3;34
1052;92;36;18;;1;9;21;27;204
1053;21;6;4;;;1;2;9;43
1054;103;43;17;2;6;6;32;50;259
1055;54;27;15;5;5;9;21;29;165
1056;42;26;10;5;3;6;17;25;134
1057;62;18;11;4;9;4;17;43;168
1058;39;11;6;1;5;2;8;14;86
1059;7;5;;;;;2;4;18
1060;39;10;8;4;2;2;14;16;95
1061;49;13;20;5;3;3;27;41;161
1062;17;3;1;;1;;5;2;29
1063;10;8;1;;;3;1;;23
1064;118;35;25;4;10;9;35;35;271
1065;41;13;11;2;2;4;8;9;90
1066;68;32;19;1;3;5;14;19;161
1067;25;12;3;;2;1;7;6;56
1068;59;22;19;4;4;6;20;23;157
1069;13;14;6;;;1;1;7;42
1070;64;22;17;3;6;7;35;21;175
1071;80;23;21;4;11;6;40;31;216
1072;1;1;;;;1;;3;6
1073;18;8;1;;;;1;7;35
1074;69;20;17;;2;5;19;19;151
1075;6;2;;;1;;8;4;21
1076;2;2;;;;1;;;5
1077;70;33;20;7;9;8;25;25;197
1079;99;42;30;4;10;6;40;19;250
1081;127;56;33;3;7;9;54;28;317
1082;41;11;9;2;3;1;10;3;80
1083;10;2;5;;3;4;;3;27
1084;;;;;;;;1;1
1085;2;;;;;;;;2
1086;169;41;22;5;10;4;59;27;337
1087;1;;;;1;;;;2
1089;22;10;6;1;;;7;8;54
1090;133;48;33;8;8;8;52;18;308
1091;116;32;29;3;8;9;84;55;336
1092;169;35;30;9;8;4;69;49;373
1093;69;7;7;3;4;6;34;35;165
1097;106;31;18;5;7;7;69;53;296
1098;73;17;10;1;1;5;37;62;206
1099;40;12;10;;;4;23;25;114
1100;;;;;;;1;2;3
1101;107;32;35;5;3;6;38;18;244
1102;73;27;14;4;4;5;40;44;211
1104;75;29;16;5;3;8;61;26;223
1105;52;10;13;4;2;5;42;36;164
1106;56;19;8;4;4;5;32;33;161
1107;72;28;21;5;8;2;73;43;252
1108;69;21;14;1;2;3;18;6;134
1109;44;19;8;3;1;3;16;9;103
1110;;5;;;;;;;5
1111;4;3;2;;;;2;1;12
1112;12;;;2;1;;3;19;37
1113;13;2;;1;;;;2;18
1114;8;;;1;;;;13;22
1115;2;;;;;;;1;3
1116;5;1;1;;2;1;6;;16
1118;3;1;1;;;;1;1;7
1119;12;3;;;;;2;12;29
1120;11;6;1;;;;2;2;22
1123;;;;;;;;2;2
1125;2;;;;;;;;2
1126;2;;;;;;;1;3
1128;14;1;1;;;;;4;20
1130;6;1;1;;;;1;;9
1132;100;12;12;6;6;5;12;20;173
1134;7;1;1;2;1;;;5;17
1136;153;16;23;9;10;16;16;49;292
1137;31;6;5;1;4;;3;6;56
1138;66;4;13;6;2;7;7;21;126
1139;96;15;8;7;7;4;25;35;197
1140;21;3;3;;2;;;2;31
1141;10;;1;;1;1;;8;21
1142;3;;3;;;;1;1;8
1143;55;5;7;5;1;4;5;13;95
1144;45;5;7;1;3;2;2;4;69
1145;79;4;12;8;5;5;4;17;134
1146;15;3;5;2;;;3;4;32
1147;39;7;4;2;3;1;4;2;62
1148;155;21;25;11;18;23;25;36;314
1149;10;1;;;;;1;3;15
1150;7;;4;;;;2;1;14
1151;61;9;9;1;2;2;9;7;100
1152;91;14;22;4;4;9;8;13;165
1153;25;3;2;;;;;6;36
1154;54;6;11;4;5;2;10;11;103
1155;71;8;15;4;7;9;7;13;134
1156;80;18;19;4;5;7;9;20;162
1157;3;2;;;2;;1;1;9
1158;12;4;3;;;2;2;3;26
1159;3;2;2;1;;;;2;10
1162;162;13;29;28;9;43;223;59;566
1163;16;1;;4;4;1;2;2;30
1164;19;2;1;3;1;2;4;5;37
1165;91;6;16;9;4;6;1;13;146
1166;39;5;8;3;1;7;1;5;69
1167;43;5;3;;;5;4;20;80
1168;18;1;4;3;3;2;1;11;43
1169;30;5;3;;1;1;2;5;47
1170;72;19;8;5;7;7;17;29;164
1171;23;3;2;1;2;;2;11;44
1172;38;3;2;4;4;3;6;13;73
1173;19;1;2;2;2;1;4;3;34
1174;33;6;4;3;3;;4;3;56
1175;12;6;10;8;48;2;3;7;96
1176;17;1;7;2;;;;11;38
1177;6;1;;;1;;;8;16
1178;11;;;;;;;1;12
1179;11;2;2;;1;;;6;22
1181;33;3;4;1;2;2;1;9;55
1182;7;2;1;;1;;;2;13
1183;12;5;2;;1;1;;3;24
1184;8;;1;;2;;;2;13
1185;3;;1;;;;;;4
1186;4;;;1;;;1;4;10
1187;32;3;5;;;;2;13;55
1188;53;4;6;2;4;2;4;9;84
1190;32;4;4;;1;1;2;10;54
1191;12;1;1;1;;2;;5;22
1192;11;;;;;2;;7;20
1193;7;;;;2;2;;2;13
1194;1;;;;;;;;1
1195;;1;;;;;;;1
1196;1;;;;;;;3;4
1197;6;;1;;1;;;4;12
1198;;;;;;1;;;1
1199;2;;1;1;;;1;1;6
1200;15;2;2;2;1;1;2;3;28
1201;4;1;1;1;;4;2;4;17
1202;10;2;1;1;1;1;3;2;21
1203;16;2;4;1;1;2;3;3;32
1204;3;;1;;;;;6;10
1205;8;1;3;1;;;;2;15
1206;8;2;5;1;;2;;3;21
1207;20;5;3;1;2;2;6;10;49
1209;4;1;3;2;;1;;1;12
1210;12;1;2;3;1;;;7;26
1211;1;2;1;2;;2;3;1;12
1212;16;6;2;1;;1;3;2;31
1213;25;3;9;2;;3;6;14;62
1214;11;2;4;;3;;1;5;26
1215;1;1;2;;1;;3;;8
1216;21;7;7;2;5;6;9;9;66
1217;2;;1;;;;;;3
1218;40;4;8;1;;4;5;12;74
1219;14;;2;2;2;2;1;1;24
1222;32;4;6;2;5;7;5;6;67
1223;29;3;4;;3;5;5;21;70
1224;10;2;5;;3;2;1;1;24
1225;11;;2;1;2;4;3;5;28
1226;7;;3;2;;3;;;15
1227;34;2;9;3;1;4;1;5;59
1228;30;2;10;2;2;4;11;5;66
1229;29;7;6;1;2;4;8;9;66
1230;44;3;14;2;2;7;12;12;96
1231;27;16;9;3;2;6;11;8;82
1232;58;9;11;5;;11;16;23;133
1233;101;11;13;14;10;11;42;31;233
1234;43;11;20;6;5;3;7;15;110
1235;69;9;19;4;7;10;21;20;159
1236;36;5;9;3;7;5;16;18;99
1237;61;16;16;5;7;5;12;22;144
1238;49;9;13;3;1;12;20;21;128
1239;46;12;10;4;5;8;13;15;113
1240;74;13;13;6;7;10;13;15;151
1241;63;8;20;12;8;14;19;25;169
1243;15;2;2;;2;1;2;2;26
1245;118;11;27;12;16;12;23;29;248
1246;64;8;7;6;6;5;10;15;121
1247;8;1;;2;2;3;2;2;20
1248;6;2;1;2;;5;1;5;22
1249;4;1;;;1;;;;6
1250;4;;1;1;1;;3;1;11
1251;5;2;5;;1;2;;5;20
1254;6;1;1;3;1;2;3;3;20
1255;5;2;2;;1;5;4;7;26
1256;39;6;4;4;1;2;12;13;81
1257;13;;3;;;;2;2;20
1258;8;1;3;5;1;1;2;2;23
1259;55;5;9;2;2;3;12;12;100
1260;9;;2;1;1;2;3;6;24
1261;57;5;10;8;2;3;15;11;111
1262;9;6;3;1;;2;8;1;30
1263;44;5;7;5;2;1;6;5;75
1264;67;12;18;8;8;11;31;44;199
1265;14;3;3;;1;;4;;25
1266;3;;1;;;;;2;6
1267;15;;5;;;;3;3;26
1268;75;9;7;9;5;10;16;26;157
1269;82;10;15;5;3;5;14;23;157
1270;83;15;17;8;6;19;20;23;191
1271;63;10;16;3;5;6;13;16;132
1272;58;15;9;11;11;14;24;31;173
1273;46;8;14;7;7;6;15;11;114
1274;127;16;18;10;12;15;20;29;247
1275;37;19;19;14;10;10;29;17;155
1276;86;11;19;7;6;9;25;19;182
1277;72;10;25;8;8;9;13;17;162
1278;37;5;11;4;8;7;8;12;92
1279;50;3;7;2;8;7;18;27;122
1280;49;10;15;3;3;6;26;26;138
1281;43;8;18;9;2;5;33;26;144
1282;17;4;4;1;;1;12;9;48
1283;6;;;;;1;;2;9
1284;66;22;8;5;2;11;17;26;157
1285;63;12;13;1;4;6;10;21;130
1286;16;5;1;2;1;1;1;3;30
1287;28;5;5;3;3;1;2;4;51
1288;54;12;8;8;3;6;8;13;112
1289;61;8;18;8;9;6;22;29;161
1290;25;2;5;4;2;1;3;10;52
1291;5;;3;1;;;;2;11
1293;23;7;2;2;4;2;5;7;52
1294;63;10;16;4;8;5;42;14;162
1295;47;5;10;2;5;4;12;17;102
1296;90;14;19;10;13;14;13;25;198
1297;;;;;;;2;;2
1298;18;2;4;1;1;1;1;6;34
1300;120;23;29;2;7;21;34;24;260
1301;52;5;12;9;8;5;14;14;119
1302;24;4;4;1;2;3;7;2;47
1303;117;32;29;13;7;11;28;43;280
1304;81;18;11;6;4;5;26;17;168
1305;122;16;23;13;14;17;28;33;266
1307;51;12;9;6;6;7;14;14;119
1308;46;11;12;5;7;6;14;36;137
1309;29;8;6;4;3;4;7;6;67
1310;56;11;11;6;3;1;19;14;121
1311;60;10;7;6;3;8;20;13;127
1312;61;16;18;6;6;4;31;23;165
1313;69;28;6;5;3;7;30;54;202
1314;115;39;25;5;6;11;52;59;312
1315;59;25;17;4;3;6;18;27;159
1316;10;6;2;1;;1;2;3;25
1317;42;5;6;6;2;1;9;8;79
1318;14;;6;2;1;;3;2;28
1319;72;12;12;10;12;20;17;17;172
1320;18;;3;2;;;1;3;27
1321;23;7;7;1;4;3;5;14;64
1322;29;3;4;4;;;2;4;46
1323;23;6;7;1;2;2;10;15;66
1324;52;7;19;2;1;3;5;10;99
1325;81;9;19;4;5;8;7;9;142
1326;18;3;2;;3;;4;6;36
1327;17;8;2;3;1;2;2;;35
1329;70;19;6;8;2;3;16;10;134
1330;43;9;11;2;4;5;6;16;96
1331;66;29;14;6;10;15;42;25;207
1332;73;33;15;5;8;9;32;25;200
1333;34;15;12;1;3;2;23;14;104
1334;44;20;16;7;5;8;26;13;139
1335;19;10;5;2;2;3;12;14;67
1336;39;1;9;4;2;6;7;6;74
1337;142;28;29;14;10;13;34;40;310
1338;137;15;18;12;7;11;13;21;234
1339;137;23;25;14;15;9;30;34;287
1340;43;3;4;1;1;1;4;7;64
1341;36;6;7;2;2;4;4;4;65
1342;26;5;4;1;;2;8;7;53
1343;48;12;10;3;2;6;8;12;101
1344;73;16;11;4;6;5;17;20;152
1345;27;2;7;3;2;1;4;9;55
1346;19;4;3;1;4;2;6;1;40
1347;81;24;11;6;1;6;12;9;150
1348;59;12;8;5;3;3;16;20;126
1349;54;14;7;2;6;2;18;14;117
1350;143;32;31;13;13;11;44;24;311
1351;59;18;13;1;6;5;44;47;193
1354;51;19;20;4;4;8;20;28;154
1355;64;22;9;4;3;5;21;22;150
1357;30;1;5;3;1;4;4;5;53
1358;29;1;3;3;1;2;10;13;62
1359;1;7;8;1;1;3;3;3;27
1360;43;5;4;2;3;2;9;7;75
1361;66;11;13;6;2;6;15;20;139
1362;7;1;1;1;;2;4;7;23
1363;13;4;2;4;;2;4;4;33
1364;31;5;4;3;1;4;8;5;61
1365;57;12;6;3;2;9;18;12;119
1366;39;13;8;;3;4;7;9;83
1367;41;12;13;2;1;4;8;8;89
1368;28;12;8;2;4;7;11;4;76
1369;36;6;6;2;1;8;8;14;81
1370;91;26;23;10;3;16;32;22;223
1371;80;20;20;4;7;7;18;22;178
1372;131;27;27;12;9;8;33;62;309
1373;126;29;32;11;8;17;39;39;301
1374;36;13;13;1;;11;18;11;103
1375;117;44;29;8;6;10;27;11;252
1376;16;5;7;;1;1;3;6;39
1378;72;5;12;10;3;7;14;21;144
1379;33;3;5;8;1;1;7;14;72
1381;5;;;2;1;5;;6;19
1382;17;8;2;1;1;4;1;10;44
1383;59;5;8;7;6;5;5;9;104
1384;33;6;10;;5;4;2;11;71
1385;27;1;1;2;1;2;3;5;42
1386;91;5;15;11;1;8;3;16;150
1387;37;4;2;1;3;5;1;8;61
1388;37;3;4;;2;;1;9;56
1389;12;3;2;;;3;;6;26
1390;154;21;32;14;12;11;14;32;290
1391;135;22;25;7;9;16;45;23;282
1392;56;13;12;1;7;8;12;12;121
1393;49;9;6;2;4;5;9;13;97
1394;36;8;6;;2;2;5;12;71
1395;19;2;3;2;;1;4;5;36
1396;7;;2;;;;2;2;13
1397;16;6;7;2;2;1;3;12;49
1398;75;9;20;12;1;7;10;20;154
1399;;1;3;4;2;1;5;1;17
1400;39;6;10;2;;6;5;8;76
1401;62;9;16;5;3;8;7;8;118
1402;47;7;16;4;3;7;9;6;99
1403;112;19;27;5;12;8;13;19;215
1404;2;;;;;;;1;3
1405;18;4;6;3;1;2;7;5;46
1406;37;10;5;3;2;10;8;5;80
1407;43;4;6;4;4;7;1;13;82
1408;67;14;20;4;5;6;15;13;144
1410;34;4;11;1;4;4;1;3;62
1411;39;4;11;3;2;6;4;12;81
1413;151;25;31;8;11;17;25;39;307
1414;127;34;33;14;8;10;20;29;275
1415;13;3;;1;;;3;2;22
1416;36;4;7;3;1;3;3;6;63
1417;;1;;;;;;;1
1418;39;9;7;3;2;3;19;12;94
1419;37;7;6;3;1;7;10;47;118
1420;41;12;7;1;;4;12;16;93
1421;45;13;9;6;;6;19;23;121
1422;34;4;6;4;6;4;14;16;88
1423;59;17;18;3;5;8;14;35;159
1424;71;22;16;6;3;8;30;29;185
1425;25;10;5;1;2;;10;8;61
1426;117;35;34;7;6;9;37;44;289
1427;5;3;6;;;2;6;4;26
1429;15;12;7;;2;4;7;10;57
1430;30;19;10;4;4;;16;11;94
1431;24;8;6;2;2;2;7;7;58
1432;37;14;5;2;1;;10;10;79
1433;34;12;5;1;1;2;8;6;69
1434;32;13;11;3;3;4;12;11;89
1435;18;2;1;;1;;4;1;27
1436;12;4;1;;;;3;3;23
1437;19;2;2;1;1;1;9;5;40
1438;29;10;7;1;2;;8;8;65
1439;12;10;7;;1;2;6;11;49
1440;46;26;14;7;6;9;31;29;168
1441;145;47;24;5;11;13;35;50;330
1442;43;13;13;1;2;4;9;10;95
1443;38;10;10;1;;2;6;13;80
1444;26;6;4;1;4;5;12;4;62
1445;36;15;6;1;3;2;23;8;94
1446;45;19;8;3;3;3;15;10;106
1447;22;7;13;11;8;8;18;12;99
1448;32;6;7;4;3;2;19;20;93
1449;43;4;11;18;7;14;57;24;178
1453;6;1;1;1;2;2;3;;16
1455;21;4;7;1;2;2;5;7;49
1457;1;;;2;;;2;2;7
1458;4;2;1;;1;;4;;12
1460;33;12;21;7;8;4;25;19;129
1461;29;5;8;3;;2;15;11;73
1462;33;11;7;4;4;9;21;10;99
1463;89;17;20;9;3;9;30;44;221
1464;75;14;22;4;10;7;22;19;173
1465;69;10;20;4;10;14;23;15;165
1466;43;9;11;2;4;9;21;22;121
1467;50;17;21;3;6;8;15;25;145
1468;98;27;22;9;4;14;42;34;250
1470;24;4;6;1;3;4;4;7;53
1471;13;1;3;2;;2;13;13;47
1472;1;;;;1;;1;;3
1473;32;5;8;5;1;6;15;9;81
1474;30;2;1;2;3;2;8;9;57
1475;16;4;7;1;2;3;7;8;48
1476;23;5;4;5;4;8;14;4;67
1477;53;15;15;5;7;8;28;16;147
1478;45;8;15;4;8;9;24;19;132
1479;39;7;9;3;7;12;28;38;143
1480;52;11;13;15;7;9;17;27;151
1481;46;9;15;4;7;6;28;12;127
1482;31;6;20;6;4;8;38;19;132
1483;52;10;24;7;5;9;25;23;155
1484;24;3;8;1;;4;13;12;65
1485;19;6;9;5;1;5;8;13;66
1486;51;15;23;11;7;11;24;26;168
1487;14;1;2;3;;3;9;5;37
1488;16;1;3;3;;1;3;9;36
1489;13;3;4;1;2;2;5;10;40
1490;8;6;5;4;4;3;6;11;47
1491;12;3;;2;2;3;5;3;30
1492;12;5;5;1;4;2;6;4;39
1493;40;5;7;3;4;6;19;12;96
1494;11;3;1;;;2;3;4;24
1495;;;;;;;;2;2
1496;37;3;9;5;4;10;7;11;86
1497;43;3;12;3;6;4;10;11;92
1498;13;1;1;2;2;1;6;1;27
1501;38;6;6;4;4;1;16;22;97
1502;1;;;;;;3;;4
1503;36;9;19;3;4;2;10;20;103
1505;;;2;;1;1;2;;6
1506;20;4;5;2;4;1;10;4;50
1507;11;5;2;;2;4;5;6;35
1508;13;3;5;2;;3;7;1;34
1509;2;;;;1;1;;2;6
1510;3;3;1;;1;;4;1;13
1511;11;2;;3;2;2;5;7;32
1512;7;;3;4;;1;5;6;26
1514;3;;;1;;;;5;9
1515;2;2;4;1;1;;1;1;12
1516;13;2;1;;3;1;2;3;25
1517;;;;1;3;;;;4
1518;20;2;3;1;2;2;5;8;43
1519;2;2;3;1;2;2;3;4;19
1520;10;2;2;2;;4;1;5;26
1521;2;;;;;;1;;3
1522;61;11;18;13;9;13;25;29;179
1523;4;;3;1;1;;1;2;12
1524;6;;1;;1;1;1;3;13
1525;45;5;16;5;11;9;19;23;133
1526;14;1;6;4;2;1;5;9;42
1527;60;13;26;6;8;8;18;25;164
1528;36;8;6;1;7;1;13;20;92
1529;;;;;;;;1;1
1530;14;4;3;5;2;6;7;20;61
1531;31;4;13;4;3;13;14;18;100
1532;30;8;13;5;8;3;17;14;98
1533;21;5;10;3;2;8;8;23;80
1534;19;2;10;3;2;3;6;13;58
1535;46;17;13;4;5;5;27;40;157
1537;26;2;3;;3;5;13;28;80
1538;;;;;;;;1;1
1540;8;5;3;2;;1;;2;21
1541;3;3;3;2;;3;2;2;18
1542;35;11;14;3;7;9;7;16;102
1543;4;1;1;;;;;;6
1544;19;1;5;2;1;7;9;10;54
1545;44;7;15;4;1;9;4;16;100
1546;20;2;7;4;2;4;;5;44
1547;18;2;9;1;1;10;7;11;59
1548;67;11;18;7;3;6;12;34;158
1549;67;10;18;6;6;11;11;25;154
1550;58;14;23;3;14;22;37;46;217
1551;65;10;37;16;9;15;29;31;212
1552;29;3;9;5;5;9;14;21;95
1554;113;18;18;17;11;13;35;56;281
1555;45;5;8;4;12;5;24;11;114
1556;68;13;17;14;11;5;40;34;202
1557;26;4;14;7;5;7;16;14;93
1558;85;31;38;8;11;7;54;37;271
1560;54;23;12;8;1;13;16;14;141
1561;41;15;12;4;1;11;27;21;132
1562;55;16;21;3;8;7;28;40;178
1563;37;10;15;3;5;8;15;8;101
1564;17;5;4;;2;;7;10;45
1565;6;4;3;;2;;5;6;26
1566;14;;7;3;5;6;16;4;55
1567;17;12;13;1;3;4;21;18;89
1568;;;;2;1;;3;;6
1569;25;11;9;3;3;3;12;8;74
1570;26;6;7;1;2;3;10;4;59
1571;14;7;7;1;2;3;9;6;49
1572;30;2;8;3;3;1;16;8;71
1573;1;3;1;;1;;4;3;13
1574;27;9;11;2;;9;4;16;78
1575;4;;1;;;;2;2;9
1576;68;17;7;3;7;4;11;15;132
1577;22;3;6;;1;;2;2;36
1579;97;15;17;8;7;15;67;33;259
1580;32;1;7;2;2;3;11;6;64
1581;30;4;4;;2;2;4;3;49
1582;22;5;8;2;3;1;9;5;55
1583;81;33;19;10;9;16;44;32;244
1584;50;20;14;9;3;7;24;12;139
1585;26;7;7;4;6;3;8;7;68
1586;77;21;13;4;3;2;13;8;141
1587;76;15;12;1;4;5;11;5;129
1588;21;3;9;3;1;;4;10;51
1589;26;7;6;5;2;2;4;18;70
1590;23;5;4;5;2;1;5;4;49
1591;78;27;25;2;6;6;42;39;225
1592;38;12;11;2;3;3;9;6;84
1594;32;5;2;4;1;2;13;29;88
1595;20;4;5;1;2;4;1;3;40
1596;17;;6;5;;2;7;4;41
1597;16;4;3;1;;4;1;10;39
1598;48;11;6;2;3;3;18;33;124
1599;61;6;10;1;;2;20;25;125
1600;50;9;21;8;2;8;29;30;157
1601;94;27;15;1;3;5;15;8;168
1602;97;38;28;7;8;8;44;41;271
1603;84;11;17;9;7;14;24;24;190
1605;;1;;;;;;;1
