Sezioni 2001;000-004;005-009;010-014;015-019;020-024;025-029;030-034;035-039;040-044;045-049;050-054;055-059;060-064;065-069;070-074;075-079;080-084;085-089;090-094;095-099;100-104;105-109;110 e oltre;Totale
1311;15;9;7;8;5;16;20;22;14;14;10;11;13;10;11;18;16;11;2;;;;;232
1312;5;11;15;12;9;23;26;26;28;20;28;15;20;13;12;12;7;4;2;;;;;288
1313;20;12;12;14;24;25;54;34;32;19;27;25;22;13;13;8;6;10;6;2;;;;378
1314;21;15;17;15;20;35;42;39;31;39;46;22;26;29;28;28;33;26;8;1;;;;521
1315;5;11;14;5;9;18;21;16;19;23;26;16;23;15;21;13;25;10;3;2;;;;295
1316;2;2;2;;1;1;1;2;5;2;3;3;4;1;1;7;1;5;1;1;;;;45
1317;5;6;5;7;5;2;6;7;14;11;15;9;11;9;7;7;11;6;3;1;;;;147
1318;3;3;1;2;3;1;4;9;7;7;3;4;6;5;7;4;5;3;2;1;;;;80
1319;8;11;17;17;14;15;10;13;32;28;26;21;31;12;9;11;12;14;4;1;1;;;307
1320;3;1;3;2;1;;2;2;1;4;5;1;5;2;3;2;5;3;1;1;;;;47
1321;2;5;;4;5;5;6;11;5;6;12;7;3;6;3;1;5;4;5;1;;;;96
1322;1;1;4;8;5;5;;2;6;7;5;6;3;2;7;9;6;8;1;;;;;86
1323;3;5;3;1;4;2;3;10;13;6;7;7;6;5;5;8;6;4;3;;;;;101
1324;5;10;11;8;9;8;7;7;20;18;15;9;11;13;11;5;5;8;4;1;;;;185
1325;8;9;13;11;13;11;11;22;13;16;14;18;24;8;12;7;15;12;6;4;;;;247
1326;6;2;2;2;1;4;4;7;3;8;3;6;1;4;5;2;5;1;;;;;;66
1327;2;2;2;4;3;2;1;2;9;6;10;5;6;5;7;3;1;;;;;;;70
1328;;;;;;;;;;;;;;;;;;;;;;;;
1329;19;10;6;7;8;14;15;24;25;18;15;5;12;8;13;11;11;15;1;1;1;;;239
1330;6;3;9;7;8;6;12;13;12;12;13;20;14;2;13;10;4;2;3;1;;;;170
1331;18;10;14;10;15;27;33;23;32;26;26;12;19;18;21;22;22;15;4;3;;;;370
1332;14;4;9;12;19;22;30;26;30;31;24;22;12;14;25;25;24;25;5;3;;;;376
1333;8;4;6;6;8;12;25;17;19;14;10;9;13;5;5;8;8;8;;;;;;185
1334;9;6;6;8;11;13;28;21;19;22;20;14;17;9;23;16;19;4;1;1;;;;267
1335;11;4;4;;4;8;10;22;16;5;9;2;6;8;6;6;9;2;1;1;1;;;135
1336;2;4;4;2;10;6;7;1;5;15;16;18;14;1;4;7;7;6;2;;;;;131
1337;33;24;14;17;26;29;35;36;28;46;38;36;46;38;33;20;27;21;7;1;;;;555
1338;22;13;21;20;16;20;18;28;31;42;25;29;26;27;27;18;13;14;7;4;;;;421
1339;23;25;12;24;11;30;25;40;27;33;43;45;37;20;30;26;27;20;9;3;1;;;511
1340;7;6;4;1;3;4;4;8;8;13;6;8;13;7;5;3;2;3;1;;;;;106
1341;5;7;5;6;2;9;5;6;8;9;4;9;8;6;7;6;7;5;1;1;;;;116
1342;6;5;6;2;2;3;4;8;10;6;1;7;15;6;3;6;5;2;2;3;;;;102
1343;6;11;9;7;8;8;6;10;15;15;16;7;11;10;8;7;12;5;1;;;;;172
1344;8;8;11;11;20;20;24;29;17;18;19;18;19;13;9;8;11;10;3;1;3;;;280
1345;5;3;1;;2;5;8;8;10;6;4;4;10;5;8;6;2;1;;1;1;;;90
1346;4;3;1;;1;8;4;5;5;6;5;9;9;4;4;6;3;;;;;;;77
1347;11;12;11;6;5;10;20;29;25;19;18;15;24;8;8;15;22;14;4;;;;;276
1348;11;6;8;6;13;14;11;17;17;15;18;16;18;8;11;14;8;9;2;;;;;222
1349;7;8;5;5;7;11;16;20;16;12;14;12;14;15;14;17;10;13;5;1;;;;222
1350;15;23;19;23;23;13;27;30;49;47;37;35;37;31;32;41;31;24;8;1;;;;546
1351;9;20;19;19;19;6;10;17;22;31;17;15;9;26;38;41;22;10;2;;;;;352
1352;;;;;;;;;;;;;;;;;;;;;;;;
1353;;;;;;;;;;;;;;;;;;;;;;;;
1354;21;10;10;6;8;14;14;19;23;23;15;13;12;19;10;22;14;14;4;;;;;271
1355;19;14;5;8;14;22;23;25;20;21;22;19;15;15;16;14;13;7;2;;;;;294
1356;;;;;;;;;;;;;;;;;;;;;;;;
1357;3;3;11;3;4;2;3;5;8;7;8;11;2;2;4;4;4;5;1;1;;;;91
1358;6;7;4;5;6;7;15;13;7;14;11;4;4;9;4;5;4;3;1;;;;;129
1359;;;;;2;4;2;2;5;2;3;2;;2;5;4;2;2;;;;;;37
1360;6;3;8;7;11;7;11;6;9;9;18;14;8;8;7;4;6;3;1;;;;;146
1361;12;19;14;4;6;12;14;15;17;27;14;18;19;11;15;10;11;7;1;;;;;246
1362;;2;1;1;3;5;2;2;1;2;1;2;;;3;1;3;2;;;;;;31
1363;2;1;3;4;5;1;4;5;5;7;1;3;5;5;6;4;1;4;4;;;;;70
1364;10;4;6;2;4;6;9;10;12;10;8;3;11;7;6;6;1;;;;;;;115
1365;15;12;4;8;4;10;20;23;23;17;10;12;6;11;12;16;7;1;1;;;;;212
1366;8;4;4;2;4;9;7;7;13;9;8;8;9;10;8;9;9;9;3;;;;;140
1367;6;5;4;8;2;5;9;8;14;11;7;8;11;9;14;8;12;15;4;;;;;160
1368;4;8;2;4;3;7;5;9;12;9;15;9;7;12;11;13;11;7;1;;;;;149
1369;6;8;4;5;6;10;8;8;6;9;7;9;10;4;7;9;13;6;;;;;;135
1370;18;9;15;10;18;16;26;30;23;31;19;26;17;20;31;34;22;22;4;3;;;;394
1371;9;10;14;12;8;14;12;22;15;23;29;15;19;17;25;24;21;14;3;2;;;;308
1372;26;19;19;19;28;21;29;43;44;29;44;25;33;23;20;26;32;26;17;8;2;;;533
1373;19;30;20;17;12;33;31;30;54;48;39;25;28;24;38;39;30;22;4;1;;;;544
1374;2;8;10;6;5;6;19;9;15;15;16;10;5;12;16;13;17;11;1;;;;;196
1375;11;15;23;15;14;19;20;22;38;37;32;28;30;24;35;32;24;27;10;2;;;;458
1376;3;;4;2;1;9;6;6;2;7;4;5;1;3;5;6;2;3;1;;;;;70
1377;;;;;;;;;;;;;;;;;;;;;;;;
1378;4;13;15;23;15;13;6;12;13;27;25;20;13;16;8;3;12;7;3;1;;;;249
1379;7;13;8;9;3;5;8;6;12;14;8;7;7;11;;3;3;5;2;;;;;131
1380;;;;;;;;;;;;;;;;;;;;;;;;
1381;3;;2;1;1;2;;4;1;1;2;2;5;;3;2;;2;;;;;;31
1382;2;;2;3;1;3;4;5;3;7;3;6;4;6;7;6;7;6;2;;;;;77
1383;15;6;9;12;6;8;17;15;6;21;9;21;15;9;8;1;4;3;2;1;;;;188
1384;3;5;5;5;7;5;6;7;8;9;8;9;7;4;11;11;5;5;4;;;;;124
1385;3;1;3;8;5;2;3;2;3;9;7;4;5;3;2;4;5;4;1;;;1;;75
1386;13;13;13;17;12;8;12;12;22;23;24;19;14;11;17;12;12;4;1;;;;;259
1387;7;14;6;5;5;1;4;13;15;8;6;4;8;5;2;2;3;2;1;;;;;111
1388;7;7;4;6;4;1;1;9;10;7;8;4;3;4;8;3;7;4;;1;;;;98
1389;2;3;1;3;3;4;1;3;4;4;4;5;4;4;3;1;6;1;1;;;;;57
1390;19;25;36;20;15;14;15;33;46;45;45;28;35;23;31;27;31;14;8;5;1;;;516
1391;28;15;16;20;23;36;34;36;49;21;34;37;26;19;21;17;26;20;7;4;;;;489
1392;5;6;6;6;11;16;15;8;12;9;17;16;19;10;16;13;8;10;2;1;;;;206
1393;10;4;5;9;7;12;10;4;19;15;16;5;7;8;8;4;6;8;2;3;;;;162
1394;7;6;4;5;10;3;12;12;5;6;7;8;7;6;9;6;7;3;1;;;;;124
1395;3;4;;3;3;3;7;7;2;4;3;3;6;;3;3;3;3;1;1;;;;62
1396;;;;1;;;1;2;;2;2;2;3;1;3;1;1;;1;1;;;;21
1397;1;5;2;2;4;5;10;5;4;7;6;3;4;5;4;9;5;4;1;1;;;;87
1398;7;11;5;13;13;19;12;16;23;19;32;22;15;10;16;10;14;9;8;1;;;;275
1399;;;;;;;;3;2;1;2;1;1;1;2;3;1;;1;;;;;18
1400;1;7;8;4;5;3;2;11;9;10;6;8;4;6;6;11;8;7;2;1;1;;;120
1401;5;12;8;7;10;8;14;26;17;15;15;16;14;20;12;16;10;6;6;1;;;;238
1402;10;10;11;10;9;4;6;18;17;18;13;12;14;8;7;9;7;9;;;;;;192
1403;14;18;12;16;14;16;21;15;32;24;29;22;24;21;26;24;32;11;8;;;;;379
1404;1;1;;;;;1;;1;;;;;;;;;;;;;;;4
1405;1;4;5;3;2;3;5;2;5;7;4;6;6;1;5;8;10;8;;;1;;;86
1406;1;5;4;4;7;8;5;5;10;5;14;7;14;12;6;7;8;9;3;2;;;;136
1407;11;10;6;3;7;5;9;12;15;13;6;10;12;7;8;6;6;8;2;1;;;;157
1408;12;8;9;13;9;11;22;15;19;30;20;20;14;7;15;10;26;9;3;;;;;272
1409;;;;;;;;;;;;;;;;;;;;;;;;
1410;6;4;1;3;3;2;3;10;16;9;7;8;7;5;4;3;8;6;3;1;;;;109
1411;1;6;6;6;16;11;5;6;10;6;10;20;7;6;8;5;12;6;4;1;;;;152
1412;;;;;;;;;;;;;;;;;;;;;;;;
1413;20;16;20;25;29;27;30;46;34;43;47;43;36;30;36;21;26;24;7;1;2;;;563
1414;25;14;17;16;14;18;45;45;38;36;35;19;19;33;28;18;22;32;8;1;;;;483
1415;1;1;2;3;2;4;2;1;2;7;3;4;4;1;;;;;;1;;;;38
1416;4;2;2;6;4;10;3;11;9;3;10;11;11;8;4;6;2;6;1;1;;;;114
1417;;;;;;;;;;;;;;;;;2;;;;;;;2
1418;6;8;8;7;6;11;8;15;12;21;18;9;11;13;4;12;6;7;3;;;;;185
1419;11;4;5;10;15;12;21;21;15;12;30;10;8;4;7;7;1;3;;;;;;196
1420;5;7;5;8;7;6;11;12;13;7;10;7;17;12;16;4;6;10;2;1;;;;166
1421;12;3;5;7;4;23;19;14;13;16;8;13;11;18;17;13;9;12;2;2;;;;221
1422;6;4;9;6;4;18;16;11;14;13;15;14;8;8;7;5;4;3;4;2;;;;171
1423;9;11;13;5;7;14;19;9;20;23;18;11;17;16;16;18;18;14;8;2;;;;268
1424;9;5;8;1;14;23;28;28;19;20;24;13;28;12;22;15;14;19;10;3;;;;315
1425;2;3;4;5;2;5;9;3;7;7;13;10;9;8;2;5;3;5;3;1;;;;106
1426;21;15;22;17;11;35;37;39;53;43;43;33;24;31;33;33;22;11;8;1;;;;532
1427;2;;;1;;2;7;4;3;4;4;2;3;5;2;5;1;1;;;;;;46
1428;;;;;;;;;;;;;;;;;;;;;;;;
1429;2;2;3;4;9;3;5;11;8;8;6;7;8;1;3;8;4;6;3;;1;;;102
1430;8;6;1;1;9;10;12;15;8;13;13;7;15;7;3;10;13;11;2;;;;;164
1431;4;4;1;2;3;7;8;9;11;8;5;5;9;5;14;4;5;1;1;;;;;106
1432;5;4;4;5;8;5;8;16;10;11;5;10;10;4;7;9;6;2;4;3;;;;136
1433;8;3;4;1;3;6;8;14;12;8;4;8;9;8;12;10;4;2;3;1;;;;128
1434;4;4;4;10;8;10;10;14;15;19;7;5;8;7;12;12;7;10;3;;;;;169
1435;;2;2;;1;2;3;4;6;3;4;4;6;3;4;;2;5;;;;;;51
1436;1;1;1;3;1;1;5;1;4;5;1;;1;2;3;3;4;1;;1;;;;39
1437;2;2;3;3;5;3;6;5;4;5;6;5;11;4;1;5;;;1;;;;;71
1438;5;3;4;3;1;6;8;9;11;12;8;6;10;7;4;2;4;5;1;;;;;109
1439;2;1;3;4;1;4;3;8;7;13;3;5;7;6;3;4;11;4;2;;;;;91
1440;10;13;4;6;9;20;31;21;27;25;23;21;12;13;12;8;13;18;2;1;;;;289
1441;26;19;19;16;19;28;48;44;44;54;41;38;22;39;38;42;34;23;8;2;;;;604
1442;10;5;10;7;1;8;9;6;19;18;19;5;11;11;6;15;13;6;2;1;1;;;183
1443;3;9;6;5;3;8;9;8;19;6;9;6;10;9;8;10;16;6;1;;;;;151
1444;8;6;2;3;6;7;6;17;9;7;6;6;6;12;10;4;7;3;;1;;;;126
1445;12;12;6;7;6;13;17;23;21;16;15;11;8;9;8;7;3;1;1;;;;;196
1446;11;7;8;8;7;9;15;14;29;18;14;15;12;12;14;13;14;7;1;1;;;;229
1447;3;5;2;4;8;26;18;10;13;10;5;11;11;12;12;8;9;7;1;;;;;175
1448;5;7;1;4;8;13;13;14;16;9;14;6;10;11;9;5;6;8;2;2;;;;163
1449;16;5;9;9;21;50;42;53;42;31;23;17;16;21;6;2;8;;1;;;;;372
1450;;;;;;;;;;;;;;;;;;;;;;;;
1451;;;;;;;;;;;;;;;;;;;;;;;;
1452;;;;;;;;;;;;;;;;;;;;;;;;
1453;;;;;;4;7;;2;;1;3;2;1;5;3;;2;;;;;;30
1454;;;;;;;;;;;;;;;;;;;;;;;;
1455;3;4;4;2;1;4;7;4;7;4;4;11;6;6;6;;2;1;;2;;;;78
1456;;;;;;;2;2;4;1;;1;;;;;;;;;;;;10
1457;;;2;;;;;1;4;;;;;2;;1;1;;;;;;;11
1458;;;;;1;2;1;1;3;2;2;1;1;;1;;1;3;;;;;;19
1459;;;;;;;;;;;;;;;;;;;;;;;;
1460;9;7;7;5;9;30;22;24;18;22;18;17;26;10;12;9;13;10;2;1;;;;271
1461;4;;2;6;6;14;19;11;9;7;10;6;5;6;4;6;7;2;1;;;;;125
1462;6;6;6;6;15;20;28;16;11;9;18;15;7;5;14;5;5;9;3;1;;;;205
1463;11;10;12;10;23;38;45;46;35;23;35;29;34;21;9;23;11;10;3;;;;;428
1464;8;4;7;12;12;22;22;16;23;20;17;18;18;21;20;22;25;14;5;1;;;;307
1465;11;7;6;18;11;23;22;19;23;28;25;19;24;11;24;14;16;14;3;2;;;;320
1466;9;7;4;2;15;32;29;20;29;15;15;15;11;9;17;5;13;4;2;2;;;;255
1467;10;7;9;9;8;20;22;29;21;15;15;19;12;17;14;12;8;10;4;;;;;261
1468;9;14;16;20;21;26;33;26;36;48;29;37;27;30;24;25;30;25;4;3;;;;483
1469;;;;;;;;;;;;;;;;;;;;;;;;
1470;1;1;5;3;3;6;2;7;12;6;6;8;6;7;10;6;7;1;3;1;;;;101
1471;4;2;4;1;5;5;5;16;6;3;10;8;3;2;1;;4;4;2;;;;;85
1472;;;;;;;1;;;1;2;;;;;;;;;;;;;4
1473;6;1;2;3;7;19;20;9;9;15;4;2;13;9;5;5;2;3;;;;;;134
1474;7;6;7;3;2;3;5;4;6;5;7;7;16;6;6;2;4;2;2;;;;;100
1475;4;4;;3;6;3;6;6;10;7;11;4;3;4;5;3;2;3;;;;;;84
1476;5;5;1;;7;7;13;19;13;4;10;14;5;12;8;4;1;4;;;;;;132
1477;9;5;10;10;11;18;28;26;17;22;30;12;13;14;9;9;5;8;2;1;1;;;260
1478;14;6;4;8;15;26;30;25;16;21;17;16;20;7;13;5;1;3;3;1;;;;251
1479;10;7;8;7;12;34;47;38;31;22;20;13;24;12;13;15;6;3;1;;;;;323
1480;10;9;3;8;13;29;35;38;27;21;29;21;29;15;10;6;6;4;2;;;;;315
1481;6;10;3;5;16;17;24;27;21;17;18;13;18;7;11;10;5;4;;;;;;232
1482;11;3;3;4;19;33;39;33;27;28;18;11;16;6;10;2;4;2;;1;;;;270
1483;4;3;7;6;22;38;36;31;21;15;24;31;17;10;8;1;12;5;2;;;;;293
1484;1;1;1;11;12;7;15;4;6;8;12;12;5;8;5;2;3;2;3;;;;;118
1485;2;3;2;4;4;18;18;4;9;12;11;9;8;3;5;3;1;3;1;;;;;120
1486;5;11;7;6;11;26;31;27;31;21;22;30;20;18;13;14;10;14;3;1;;;;321
1487;4;3;1;2;3;6;5;7;5;5;5;4;6;2;;2;2;1;;;;;;63
1488;1;;1;3;2;10;5;4;4;7;12;7;2;4;3;7;2;2;;;;;;76
1489;2;;1;2;6;5;11;3;1;2;9;7;9;6;6;3;2;;;;;;;75
1490;4;3;;1;4;10;11;6;10;8;9;5;4;5;4;4;1;;1;;;;;90
1491;5;3;2;1;1;2;7;4;4;8;2;4;4;3;3;3;;1;1;;;;;58
1492;1;2;2;3;6;7;3;3;6;9;10;6;2;3;4;6;1;1;;;;;;75
1493;4;12;9;3;6;10;20;18;23;21;11;12;9;8;8;5;5;6;1;1;;;;192
1494;3;;;1;1;5;14;2;1;4;5;2;;2;2;1;1;1;1;;;;;46
1495;;;;;;1;;;;1;1;;;;;1;;;;;;;;4
1496;8;5;4;3;8;12;12;17;9;12;6;7;23;9;12;1;3;1;;;1;;;153
1497;7;6;9;13;9;7;10;17;20;24;14;11;15;6;1;9;;3;1;1;;;;183
1498;1;;;1;4;3;4;5;3;6;3;8;5;5;5;2;;;;;;;;55
1499;;;;;;;;;;;;;;;;;;;;;;;;
1500;;;;;;;;;;;;;;;;;;;;;;;;
1501;4;6;3;6;9;18;19;15;18;12;14;11;11;7;3;8;4;1;6;1;;;;176
1502;;1;1;;1;;;2;;1;;2;;;;;;;;;;;;8
1503;8;6;3;1;10;20;17;10;8;11;11;15;19;6;10;6;8;5;2;;;;;176
1504;;;;;;;;;;;;;;;;;;;;;;;;
1505;;;;;;;;1;;;;;1;1;2;;1;;;;;;;6
1506;2;3;3;2;4;5;6;9;3;5;12;8;5;10;4;4;2;5;2;;;;;94
1507;2;1;;;5;6;6;8;6;7;7;4;2;4;5;;1;2;;;;;;66
1508;3;4;;;1;2;5;5;3;4;2;3;7;1;3;2;1;2;1;1;;;;50
1509;;;3;3;1;;;;1;3;2;1;;;;;;;;;;;;14
1510;;;3;1;2;5;4;4;;4;3;2;3;;2;2;;;;;;;;35
1511;3;;1;2;5;7;5;4;3;2;8;5;2;3;1;1;2;;;;;;;54
1512;;2;1;;1;5;4;7;5;2;4;3;4;3;2;1;1;;;1;;;;46
1513;;;;;;;;;;;;;;;;;;;;;;;;
1514;;;;;1;;5;2;;1;1;1;;;1;1;;;;;;;;13
1515;;;;;;2;;2;1;2;3;3;;2;3;;1;;;;;;;19
1516;1;;1;3;;4;1;4;2;4;2;4;4;2;5;1;1;1;;;;;;40
1517;;;;;;;;;;1;2;;;;1;1;;;;;;;;5
1518;6;1;4;2;5;5;6;9;5;6;3;8;2;3;2;2;1;2;1;;;;;73
1519;;;1;2;2;6;;4;1;3;5;3;3;2;;;;;;;;;;32
1520;3;4;;1;;3;5;7;8;3;4;5;6;3;1;1;;2;1;;;;;57
1521;;;;;1;;;;;1;;2;;1;;;;;;;;;;5
1522;11;11;10;15;14;26;37;24;28;21;24;22;26;15;17;5;12;5;2;1;;;;326
1523;;2;;1;5;2;9;4;2;2;;;1;2;3;;2;;;;;;;35
1524;1;1;;;1;3;1;3;4;2;2;;1;1;4;1;3;;;;;;;28
1525;13;4;8;5;14;24;27;28;29;27;15;30;24;17;4;7;3;4;;2;;;;285
1526;4;;3;1;6;10;7;7;4;5;12;8;6;4;;2;3;2;;;;;;84
1527;10;11;14;10;20;22;24;23;27;25;30;17;28;22;17;9;8;11;2;;1;;;331
1528;7;6;4;11;6;18;15;16;15;13;17;5;9;7;5;7;5;2;;3;;;;171
1529;;;;;1;2;;;;;;;;;;;;;;;;;;3
1530;5;3;4;;5;10;9;12;17;12;6;7;10;4;2;2;1;2;1;;;;;112
1531;2;2;2;2;7;27;16;19;18;12;10;20;13;6;9;6;6;1;1;1;;;;180
1532;8;2;4;11;11;15;25;21;14;11;18;12;8;8;5;6;3;1;1;2;1;;;187
1533;8;6;3;1;5;16;13;17;9;11;7;13;4;10;7;4;5;5;1;;;;;145
1534;12;8;8;2;7;11;11;21;10;9;7;3;4;2;4;3;;;1;1;;;;124
1535;18;10;14;9;13;22;20;28;27;24;22;14;13;11;13;13;9;9;;;;;;289
1536;;;;;;;;;;;;;;;;;;;;;;;;
1537;6;8;8;4;5;18;24;23;21;10;15;11;7;2;6;4;2;3;;;;;;177
1538;;;;;1;;;;;;;;;;;;;;;;;;;1
1539;;;;;;;;;;;;;;;;;;;;;;;;
1540;;2;;;2;5;8;4;2;3;1;2;9;1;1;2;2;2;1;1;;;;48
1541;1;1;;;1;2;1;4;1;1;4;3;4;;;1;2;;;1;;;;27
1542;6;5;3;8;8;16;19;6;17;21;11;18;16;7;14;8;2;6;3;1;;;;195
1543;;;;;;1;1;2;1;;;;1;3;2;;;;;;;;;11
1544;9;4;3;5;7;5;8;5;13;6;13;6;10;3;5;9;2;3;1;1;;;;118
1545;7;4;7;6;1;11;13;12;12;19;11;15;12;17;9;11;10;4;1;2;;;;184
1546;1;1;3;2;3;6;;3;2;6;6;5;10;8;7;5;3;1;1;;;;;73
1547;;2;3;2;3;17;14;15;13;4;5;12;7;8;5;2;4;2;;;;;;118
1548;13;11;7;7;13;19;23;34;23;30;25;24;21;18;7;10;3;2;1;;;;;291
1549;12;11;12;17;6;26;15;19;22;20;24;13;20;13;24;8;7;3;1;1;;;;274
1550;12;8;13;6;22;40;71;43;39;28;30;19;22;15;10;10;13;4;5;;;;;410
1551;16;3;7;8;13;29;39;44;32;34;26;25;36;13;16;12;10;9;3;2;1;;;378
1552;7;10;4;7;6;24;19;19;19;13;18;11;11;7;3;;1;1;1;1;1;;;183
1553;;;;;;;;;;;;;;;;;;;;;;;;
1554;11;9;17;17;36;51;47;39;25;42;28;56;37;17;12;9;12;14;3;1;;;;483
1555;10;7;4;6;15;16;22;18;18;15;11;8;15;18;14;9;8;6;2;;;;;222
1556;17;6;12;11;22;47;51;36;22;27;19;17;24;27;18;15;13;10;3;;;;;397
1557;11;4;7;7;13;19;22;18;12;15;8;3;10;5;11;9;8;2;;1;;;;185
1558;10;12;15;15;14;25;36;29;31;33;33;33;36;51;32;38;27;15;9;4;;;;498
1559;;;;;;;;;;;;;;;;;;;;;;;;
1560;14;11;6;9;12;11;15;16;13;27;17;13;15;24;15;9;11;6;2;2;;;;248
1561;7;3;3;4;10;23;30;27;21;16;14;9;17;15;9;7;8;9;4;2;;;;238
1562;11;9;9;10;14;13;21;23;36;12;21;12;18;5;36;14;19;8;2;1;;;;294
1563;3;5;2;2;9;12;10;13;11;8;16;16;11;18;14;7;10;9;2;3;;;;181
1564;2;1;3;2;6;7;6;6;3;7;6;6;6;4;4;2;;4;;;;;;75
1565;2;2;3;;1;2;3;6;5;3;4;3;2;1;;3;1;1;1;1;;;;44
1566;5;1;2;1;4;10;7;11;10;7;9;8;4;7;7;5;1;2;;;;;;101
1567;11;1;5;5;10;21;27;12;12;13;12;10;6;6;6;6;9;7;1;;;;;180
1568;;;;;;;;;;;;;;;2;3;1;;;;;;;6
1569;6;7;8;6;5;16;11;12;13;5;3;13;11;6;5;7;6;2;;;;;;142
1570;3;3;4;2;11;6;5;10;8;8;10;8;7;3;10;6;2;3;2;;1;;;112
1571;1;1;;;1;4;9;6;4;5;2;3;3;3;3;8;8;7;4;5;;;;77
1572;5;5;10;11;6;3;7;11;5;18;16;8;7;3;9;4;5;1;1;2;;;;137
1573;1;1;1;1;2;1;3;5;2;1;4;;1;3;1;;;;;;;;;27
1574;6;3;3;4;10;15;12;5;20;21;15;27;17;13;11;8;5;;1;;;;;196
1575;1;;;;1;5;3;2;2;1;2;;1;;;;1;;;;;;;19
1576;13;9;4;6;8;17;17;27;18;15;22;17;18;16;11;10;8;4;4;1;;;;245
1577;2;3;3;3;3;2;2;9;4;5;3;5;5;1;2;6;3;1;1;;;;;63
1578;;;;;;;;;;;;;;;;;;;;;;;;
1579;32;30;18;17;32;38;43;46;63;49;31;25;30;14;22;13;16;4;;;;;;523
1580;1;5;10;2;4;4;9;8;9;8;10;5;8;3;7;6;7;2;2;3;;;;113
1581;4;4;4;6;1;5;4;9;10;6;8;3;6;8;11;6;3;3;3;;;;;104
1582;1;4;5;3;9;4;10;10;11;13;12;5;10;5;7;7;;5;1;;;;;122
1583;17;15;13;9;19;37;45;48;32;41;38;27;20;24;20;16;17;12;3;2;;;;455
1584;19;12;9;3;8;22;22;44;16;32;15;7;14;13;8;5;11;14;1;;2;;;277
1585;4;5;8;5;3;14;5;12;11;11;11;7;8;4;11;7;5;2;2;1;;;;136
1586;10;5;7;;4;6;8;20;20;18;19;11;13;17;25;26;23;12;5;;;;;249
1587;9;7;7;10;10;1;8;20;15;10;24;16;14;18;23;15;17;14;5;;;;;243
1588;4;3;1;1;6;6;8;5;7;4;5;5;13;4;3;1;3;6;1;1;;;;87
1589;6;5;4;12;14;7;15;18;15;17;18;10;11;4;6;7;6;3;1;;;;;179
1590;8;2;2;3;3;7;5;10;6;5;6;7;4;8;6;2;3;4;;;;;;91
1591;10;16;10;11;11;14;15;32;20;19;25;25;33;28;38;30;14;15;8;3;;;;377
1592;1;1;5;5;11;10;10;4;17;14;11;13;7;17;15;9;9;6;2;1;;;;168
1593;;;;;;;;;;;;;;;;;;;;;;;;
1594;15;6;13;6;12;32;34;8;15;9;12;14;6;2;8;3;1;3;;;;;;199
1595;6;1;2;;5;6;12;7;6;4;4;3;4;5;6;4;3;;;;;;;78
1596;3;1;2;5;4;5;8;1;2;6;10;9;7;4;6;2;2;2;2;2;;;;83
1597;5;4;2;;1;4;9;9;7;5;4;3;6;5;5;3;3;;4;;;;;79
1598;12;10;18;13;16;6;11;17;9;22;13;9;8;11;11;16;8;11;3;;;;;224
1599;13;15;14;13;10;5;12;20;10;13;10;7;13;12;8;6;9;8;4;1;;;;203
1600;12;4;5;6;15;27;45;32;35;16;14;22;13;6;11;12;3;5;4;1;;;;288
1601;10;9;8;10;4;7;11;14;30;34;27;14;20;25;30;23;21;12;5;3;;;;317
1602;17;12;13;9;19;15;12;19;20;37;38;30;15;32;35;38;38;34;10;7;;;;450
1603;29;21;15;18;13;25;26;35;32;43;28;21;15;7;9;15;6;3;1;2;;;;364
1604;;;;;;;;;;;;;;;;;;;;;;;;
1605;;;;;;;1;3;2;;2;;3;2;1;2;2;;1;;;;;19
1606;;;;;;;;;;;;;;;;;;;;;;;;
1607;19;9;10;9;8;13;22;29;22;29;15;10;12;8;7;7;7;2;1;;;;;239
1608;9;15;10;16;21;13;14;25;20;21;20;9;18;17;25;20;20;13;2;3;;;;311
1609;2;;;;3;1;1;2;1;2;2;1;;;1;;1;;;;;;;17
1610;1;4;1;2;5;4;3;11;7;7;10;7;11;6;11;4;7;2;1;;;;;104
1611;17;10;6;11;7;42;42;41;34;39;27;30;27;21;11;17;15;10;2;;;;;409
1612;2;2;1;2;2;2;4;3;3;4;3;4;1;1;3;;1;1;1;;;;;40
1613;9;3;2;6;7;18;13;15;8;14;4;6;4;8;2;3;2;3;2;;;;;129
1614;9;6;2;5;11;15;17;23;14;11;14;12;16;6;9;10;6;7;2;;;;;195
1615;3;6;3;3;2;20;22;14;18;9;11;4;8;5;4;6;8;6;1;2;;;;155
1616;10;11;4;8;21;33;33;33;31;29;29;34;23;12;10;12;13;11;2;2;1;;;362
1617;3;3;1;2;3;7;5;3;5;7;17;3;1;3;2;3;4;2;;;;;;74
1618;5;11;13;11;16;13;21;13;21;21;20;12;18;11;18;22;15;13;3;1;;;;278
1619;1;2;1;;4;2;3;5;3;3;3;3;2;3;;;1;;;;;;;36
1620;4;1;1;3;4;9;6;4;7;9;10;4;8;2;11;8;7;2;1;;;;;101
1621;5;5;2;4;5;6;12;8;17;6;11;5;5;7;6;5;4;3;1;;1;;;118
1622;3;1;5;3;5;1;3;11;7;8;5;5;6;5;1;4;5;1;;;;;;79
1623;2;3;3;1;5;4;15;10;5;11;3;4;2;5;5;7;4;1;;;;;;90
1624;1;1;1;4;1;3;2;5;3;7;2;3;2;6;1;2;6;3;;;;;;53
