Sezioni 2001;000-004;005-009;010-014;015-019;020-024;025-029;030-034;035-039;040-044;045-049;050-054;055-059;060-064;065-069;070-074;075-079;080-084;085-089;090-094;095-099;100-104;105-109;110 e oltre;Totale
0329;2;4;1;3;4;7;9;1;9;4;3;3;3;1;4;2;4;2;;;1;;;67
0330;2;4;7;6;6;4;7;14;10;8;14;7;3;4;8;4;4;2;1;;;;;115
0331;10;10;7;6;8;15;16;9;15;12;8;7;5;6;7;12;1;6;2;;;;;162
0332;8;15;9;14;7;22;30;32;34;23;18;23;16;16;9;14;10;8;5;1;;;;314
0333;23;15;19;19;28;32;39;41;36;41;41;29;29;42;34;44;26;26;6;;;;;570
0334;;5;1;6;6;19;17;14;9;13;11;11;15;16;11;11;9;3;2;;;;;179
0335;18;18;19;19;12;26;45;40;38;35;29;22;16;16;24;13;15;12;4;3;;;;424
0336;19;13;9;12;20;24;41;32;24;14;24;20;12;7;9;6;8;5;1;;;;;300
0337;11;9;7;9;10;21;25;26;29;26;12;15;11;5;11;8;4;4;1;1;;;;245
0338;6;7;12;7;10;13;23;13;16;16;8;6;10;4;8;9;7;4;3;1;;;;183
0339;;;;;;;;;;;;;;;;;;;;;;;;
0340;8;10;5;11;6;26;24;22;15;8;17;14;20;21;20;11;6;18;3;;;;;265
0341;11;12;2;7;11;11;18;24;14;15;14;8;6;7;13;5;2;5;3;1;;;;189
0342;12;8;12;1;8;12;22;20;22;10;7;6;8;2;3;10;3;2;;4;;;;172
0343;;;;;;;;;;;;;;;;;;;;;;;;
0344;;2;2;;2;5;2;5;2;;1;1;1;2;1;;;;;;;;;26
0345;10;2;4;1;8;13;8;13;6;2;2;;;;;;;;;;;;;69
0346;;;;;;;;;;;;;;;;;;;;;;;;
0347;7;6;6;4;6;7;17;18;14;17;11;8;12;3;6;4;11;2;1;;;;;160
0348;21;8;9;5;8;18;31;29;22;19;15;9;16;15;11;7;4;6;9;1;;;;263
0349;3;4;3;5;8;10;15;12;13;25;13;13;12;11;9;5;4;5;1;;;;;171
0350;5;1;2;11;4;12;8;5;10;14;11;9;11;7;2;1;3;2;1;1;;;;120
0351;15;3;7;6;17;16;20;26;19;23;21;10;14;8;11;6;12;7;1;1;;;;243
0352;12;5;13;12;11;21;18;11;31;35;25;11;14;14;27;15;8;10;1;;;;;294
0353;6;5;5;1;1;11;18;19;18;9;8;5;8;11;7;4;6;3;;;;;;145
0354;4;7;3;4;4;7;11;11;16;12;11;9;6;3;6;8;14;18;8;13;1;;;176
0355;7;2;2;3;1;9;9;5;13;13;2;2;4;1;4;6;1;2;;1;;;;87
0356;18;11;8;6;14;35;43;38;39;36;31;27;30;14;25;27;19;18;3;1;;;;443
0357;12;11;3;8;13;25;23;25;13;9;20;17;20;10;9;7;15;7;7;2;1;;;257
0358;8;16;9;7;12;29;18;24;30;22;25;16;14;13;20;15;22;16;3;1;;;;320
0359;9;7;3;5;9;32;29;19;22;17;24;22;14;15;19;16;17;9;2;1;;;;291
0360;8;10;7;8;7;14;31;33;22;19;25;6;12;17;20;20;13;10;3;1;;;;286
0361;20;17;15;12;14;13;11;20;11;14;15;8;8;8;7;14;7;10;2;;;;;226
0362;7;7;6;8;8;11;17;19;13;16;18;9;11;8;9;9;7;8;1;1;;;;193
0363;;1;2;2;1;1;;;1;2;3;4;3;2;4;1;;;;1;;;;28
0364;;;;;;;;;;;;;;;;;;;;;;;;
0365;;;;1;;;;;;2;;;;;;;;;;;;;;3
0366;2;1;1;;;4;4;3;2;1;;;2;2;2;3;2;2;;;;;;31
0367;2;3;;;;2;4;4;5;3;4;2;4;3;10;4;5;2;2;;;;;59
0368;1;;;;;;;;1;;;;;;;;;;;;;;;2
0369;;1;1;2;;;;4;1;;2;3;2;1;;1;;;;;;;;18
0370;9;10;6;1;2;12;8;7;3;3;4;4;5;4;2;;;;;;;;;80
0371;3;5;3;1;2;6;7;6;9;6;4;1;;;2;;;;;;;;;55
0372;;;;;;;;;;;;;;;;;;;;;;;;
0373;;;;;;;;;;;;;;;;;;;;;;;;
0374;;;;;;;;;;;;;;;;;;;;;;;;
0375;4;;1;1;1;2;6;5;3;7;1;3;2;2;2;;;;;;;;;40
0376;23;13;14;7;15;18;34;37;27;26;20;11;24;8;3;10;11;5;1;;;;;307
0377;6;5;3;5;2;6;10;11;10;3;3;2;3;;4;8;9;;1;;;;;91
0378;6;9;4;7;10;10;10;18;11;19;15;17;21;12;9;10;20;7;4;;;;;219
0379;3;2;1;4;;7;10;10;7;8;10;2;5;5;6;5;9;7;2;;;;;103
0380;2;3;1;1;3;2;6;9;5;3;6;3;5;6;5;5;6;;1;;;;;72
0381;;1;;2;;;1;2;2;7;1;;2;4;5;3;2;4;1;1;;;;38
0382;14;15;14;17;12;8;12;40;26;30;31;18;15;11;12;6;7;5;2;;;;;295
0383;6;10;8;3;4;7;9;17;11;9;4;12;31;20;33;15;8;7;2;1;1;;;218
0384;3;7;14;12;10;8;16;12;19;12;14;15;17;26;43;17;16;4;2;1;;;;268
0385;1;;2;1;;1;1;;2;2;5;3;2;2;3;3;1;1;1;1;;;;32
0386;1;1;1;;6;1;1;4;1;2;3;5;5;5;1;1;2;1;2;;;;;43
0387;1;4;1;3;;3;2;5;3;3;3;5;5;6;3;3;6;;;;;;;56
0388;;3;1;;;1;;3;2;3;2;2;1;;1;;4;1;2;1;;;;27
0389;4;;;2;3;1;2;;1;1;1;1;2;1;1;1;1;1;;1;;;;24
0390;2;3;3;1;2;2;4;1;7;4;3;8;7;6;9;5;2;2;;;;;;71
0391;;1;;;1;;1;3;4;2;2;1;;2;2;;1;;1;;;;;21
0392;10;6;5;2;15;11;20;10;13;11;8;14;7;9;9;4;10;2;2;;;;;168
0393;;;;;;;;;;;;;;;;;;;;;;;;
0394;6;4;8;9;5;11;10;11;13;13;12;9;6;4;10;8;3;2;;;;;;144
0395;11;9;2;1;4;10;14;14;17;8;12;8;13;11;10;3;9;8;2;1;;;;167
0396;15;7;12;7;11;11;28;26;35;24;12;10;8;1;7;6;5;1;;;;;;226
0397;13;13;9;8;13;21;20;20;18;22;26;20;24;11;13;12;10;7;3;1;;;;284
0398;15;18;24;15;20;20;22;46;31;35;37;39;91;46;27;22;19;6;2;1;;;;536
0399;13;10;19;11;21;32;40;35;35;31;33;30;37;35;26;25;21;12;3;1;;;;470
0400;21;19;8;10;11;19;18;37;31;25;18;28;28;21;27;25;20;15;8;3;;;;392
0401;3;4;2;1;6;;2;3;9;4;5;4;3;8;7;9;3;4;2;;;;;79
0402;10;8;3;6;2;13;11;16;13;12;18;13;23;14;24;16;20;11;2;2;1;;;238
0403;1;9;5;14;10;8;6;8;11;17;22;18;19;17;16;16;13;9;2;;;;;221
0404;20;27;27;25;25;20;20;45;41;40;42;28;78;75;48;39;31;6;2;5;;;;644
0405;14;16;8;15;18;9;21;43;28;29;22;19;38;41;54;32;34;20;11;;;;;472
0406;2;2;1;1;2;6;4;5;8;9;7;1;11;6;10;7;8;2;3;2;;;;97
0407;8;14;7;14;9;5;13;30;19;21;20;23;53;54;39;23;34;17;5;;;;;408
0408;;;;;;;;;;;;;;;;;;;;;;;;
0409;3;10;3;2;3;7;10;7;5;18;8;7;12;24;29;28;13;8;;;;;;197
0410;10;8;6;3;4;2;5;20;15;10;11;6;5;10;9;6;10;1;2;;;;;143
0411;7;1;4;2;4;5;5;14;6;12;5;6;19;8;14;11;8;10;2;;;;;143
0412;12;19;4;4;19;29;28;19;23;23;14;15;22;14;19;21;23;11;4;1;;;;324
0413;22;15;16;15;11;22;26;32;34;27;26;25;37;37;38;22;15;15;2;3;;;;440
0414;2;2;2;5;4;1;2;6;8;9;9;2;2;4;8;3;3;2;1;;;;;75
0415;13;17;10;15;16;21;24;34;36;24;23;27;41;18;26;27;21;12;6;;;;;411
0416;7;8;3;1;3;8;17;20;8;10;12;11;8;18;8;9;10;4;1;;;;;166
0417;13;16;14;11;14;22;26;25;22;32;22;14;30;34;38;41;20;15;5;1;;;;415
0418;;;;;;;;;;;;;;;;;;;;;;;;
0419;6;4;6;2;2;12;13;9;8;7;3;2;1;1;3;;;;;;;;;79
0420;;;;1;1;;;;;1;1;;;;;;;;;;;;;4
0421;5;1;2;2;;1;10;8;13;5;4;4;1;1;1;2;1;;;;;;;61
0422;2;1;2;;;;3;5;1;;;;2;;;;;;;;;;;16
0423;1;2;;1;1;7;3;;2;;5;6;4;1;;5;2;1;;;;;;41
0424;1;;2;;;;;1;3;;1;1;;;;;;;;;;;;9
0425;12;8;7;4;6;11;19;20;26;17;10;8;4;5;4;3;4;3;;1;;;;172
0426;1;1;;;3;3;5;3;1;6;;1;;;;;1;;;;;;;25
0427;;;;;;;;;;;;;;;;;;;;;;;;
0428;6;5;3;7;4;8;10;16;8;11;12;7;6;2;2;4;2;2;;;;;;115
0429;1;;2;;1;;1;;;4;4;;1;;;;1;1;;;;;;16
0430;;;;;4;5;9;28;27;25;13;11;4;4;1;;;;;;;;;131
0431;9;1;1;6;3;5;24;21;17;6;8;7;10;4;4;1;;1;1;1;;;;130
0432;3;2;;5;6;1;1;3;3;2;7;7;3;4;4;1;2;1;;;;;;55
0433;;;;;;;;;1;;;;;;;1;1;;;;;;;3
0434;1;1;1;1;;3;2;4;2;4;;5;2;1;3;1;;;;;;;;31
0435;11;8;5;10;8;15;17;39;25;23;20;9;17;4;13;4;9;5;1;;;;;243
0436;;;;;;;;;;;;;;;;;;;;;;;;
0437;;;;;;;;;;;;;;;;;;;;;;;;
0438;5;3;1;;3;3;4;1;5;;3;3;1;;1;;;;;;;;;33
0439;11;18;10;19;13;15;17;22;36;35;26;33;33;29;44;25;17;14;3;1;;;;421
0440;;;;;;;;;;;;;;;;;;;;;;;;
0441;2;;3;1;2;1;2;1;4;1;1;3;;;;3;4;;;1;;;;29
0442;15;12;16;22;27;34;25;23;28;38;59;38;39;26;25;27;17;7;3;3;;;;484
0443;1;;;;1;;1;;;;;;;;;;;;;;;;;3
0444;14;10;10;12;16;12;20;24;21;27;17;11;26;12;22;15;6;9;1;;;;;285
0445;;1;1;2;1;1;;1;2;1;;3;2;2;;;;;1;;;;;18
0446;1;1;1;1;2;4;;2;2;2;2;4;4;3;3;;;;;;;;;32
0447;7;1;1;1;4;7;12;25;10;9;5;5;11;20;18;10;8;5;;;;;;159
0448;5;2;7;3;5;2;10;11;8;13;12;4;7;10;10;5;4;2;;;;;;120
0449;;2;1;1;;2;1;3;2;2;1;;2;;1;1;;;;;;;;19
0450;;1;2;;;1;1;1;1;2;1;;1;1;2;1;1;;;;;;;16
0451;;;;1;2;;1;;1;2;3;1;3;5;2;;1;;;;;;;22
0452;48;49;56;47;28;26;40;87;109;108;75;62;57;35;39;31;14;14;2;1;;;;928
0453;;;;;1;1;;;;;;;;;;1;3;;;;;;;6
0454;1;1;1;1;1;2;6;4;3;2;;3;;1;;1;;;;;;;;27
0455;;;2;;;;;;;1;;1;;;;;;;;;;;;4
0456;;;;;;;1;3;;1;1;;1;3;;;;;;;;;;10
0457;3;2;2;;7;7;10;7;5;3;4;5;2;2;10;6;4;1;1;;;;;81
0458;1;3;2;4;1;3;5;5;2;7;3;3;;2;1;3;5;1;;;;;;51
0459;;;;;;;1;;;;;;;;1;;;;;;;;;2
0460;2;1;3;;2;;6;1;;6;7;4;;5;6;;1;3;2;;;;;49
0461;;;;;;;;;;;;;;;;;;;;;;;;
0462;1;;;;;;1;;1;;;;;1;;;;;;;;;;4
0463;21;65;65;45;24;30;38;51;107;115;105;84;67;40;46;48;24;13;2;1;;;;991
0464;4;5;19;14;8;4;3;4;20;24;22;15;20;12;6;3;2;2;;1;;;;188
0465;7;7;7;5;3;10;9;13;19;13;13;2;4;3;17;9;7;4;1;1;1;;;155
0466;8;9;5;6;5;14;14;15;20;16;14;11;12;21;16;19;20;7;3;;;;;235
0467;13;5;7;4;10;17;15;23;20;16;12;9;5;5;10;8;6;3;4;2;;;;194
0468;16;13;12;8;16;15;19;27;28;21;19;16;14;16;21;23;12;5;4;1;;;;306
0469;17;15;9;7;9;20;28;37;36;20;17;13;19;12;5;5;9;5;1;1;;;;285
0470;;;1;2;1;2;2;4;4;1;;2;4;4;1;4;2;;2;1;;;;37
0471;;1;1;3;5;;3;2;;5;5;2;3;2;1;4;;3;;;;;;40
0472;15;8;7;7;17;17;20;19;29;20;22;14;17;15;19;18;10;7;3;;;;;284
0473;6;7;3;6;1;7;7;7;10;15;8;7;11;10;7;2;1;1;;;;;;116
0474;14;20;13;9;19;21;19;16;24;21;31;24;16;14;16;17;14;8;2;1;;;;319
0475;;;;;;;;;;;;;;;2;;;;;;;;;2
0476;;;;;;;;;;;;;;;;;;;;;;;;
0477;2;3;2;5;;1;3;2;6;11;7;3;3;4;3;4;3;;;;;;;62
0478;4;2;;2;1;5;4;6;3;3;4;8;6;1;2;;5;4;;;;;;60
0479;;;;;;;;;;;;;;;;;;;;;;;;
0480;2;5;1;5;4;7;7;13;16;9;7;2;1;6;12;6;2;2;;1;;;;108
0481;24;31;35;16;12;17;21;28;51;48;34;27;28;17;10;7;14;4;;;;;;424
0482;3;2;1;1;2;2;3;1;3;4;8;4;4;1;3;4;;1;;;;;;47
0483;3;4;4;3;3;1;1;6;4;4;8;5;4;1;1;2;1;;;;;;;55
0484;1;;3;4;3;;;1;2;3;8;4;3;6;2;;;;;;;;;40
0485;22;31;37;19;15;21;27;31;66;60;33;42;32;35;33;12;8;6;2;;;;;532
0486;13;8;9;7;3;15;19;19;12;13;12;21;41;22;18;16;12;4;3;1;;;;268
0487;;;;;;;;;;;;;;;;;;;;;;;;
0488;;;;;;;;;;;;;;;;;;;;;;;;
0489;;;1;;;1;1;;;;2;1;;1;2;1;3;;;;;;;13
0490;;;;;;;;;;;;;;;2;;;;;;;;;2
0491;;1;2;;1;1;;3;2;3;3;1;;5;3;2;2;;;;;;;29
0492;;;;;;;;;;;;;;;;;;;;;;;;
0493;4;2;2;3;3;2;4;7;6;3;3;3;5;;;;;;;;;;;47
0494;1;2;;;1;1;2;4;4;;;;;;1;;;;;;;;;16
0495;1;3;1;;2;2;;4;6;2;1;3;1;6;2;2;1;2;;;;;;39
0496;2;6;5;2;1;2;2;4;9;4;4;2;1;;2;3;4;;;1;;;;54
0497;2;;1;1;;;2;1;;5;4;2;;1;;;1;;;;;;;20
0498;1;;;;;;;;1;1;;;;;;;;;;;;;;3
0499;1;2;1;4;1;1;;2;3;3;;3;;;4;2;;1;;;;;;28
0500;2;4;4;3;4;2;4;7;3;5;7;9;8;3;4;6;1;;1;;;;;77
0501;7;11;5;11;13;11;19;25;23;27;16;16;15;9;19;17;11;6;1;1;;;;263
0502;2;2;;3;1;4;4;7;5;5;4;1;3;2;2;2;;;;;;;;47
0503;43;57;60;59;44;69;48;80;112;133;137;74;86;56;46;32;22;6;4;1;;;;1.169
0504;1;1;3;1;;1;;2;4;4;3;;1;1;3;1;;;;;;;;26
0505;;;;;;;;;;;;;;;1;;;;;;;;;1
0506;;;;;;1;1;;1;1;;;;;;;;;;;;;;4
0507;;;;;;;;;;;;;;;;;;;;;;;;
0508;;;;;;;;2;1;;;;;;2;1;;;;;;;;6
0509;;1;1;1;1;1;2;2;3;1;3;1;3;1;1;2;;;;;;;;24
0510;;;;;;;;;;;;;;;;;;;;;;;;
0511;;;;;;;;;;;;;;;;;;;;;;;;
0512;;1;2;;;;1;3;;;;;;1;1;;;;;;;;;9
0513;;;;;;;;;;;;;;;;;;;;;;;;
0514;;1;2;1;1;;;;;1;5;2;1;1;;;;;;;;;;15
0515;2;1;;;;;2;;;;;;;1;1;;;;;;;;;7
0516;;;;1;;1;;;;;1;;1;;2;;;;;;;;;6
0517;1;5;2;1;1;3;2;9;6;8;4;;4;3;3;1;;;;;;;;53
0518;2;;;1;1;;;1;1;1;;1;;;;;2;;;;;;;10
0519;;;;;;;;;;;;1;1;;;;;;;;;;;2
0520;;;;;1;;;;;3;;;;;1;1;;;;;;;;6
0521;;1;1;;1;2;;1;1;1;;2;;1;1;;;;;;;;;12
0522;;;;1;2;2;;2;2;1;2;1;1;;1;3;;;;;;;;18
0523;;;2;1;1;1;1;2;1;4;2;;1;;1;1;;;;;;;;18
0524;;;;;;2;1;;1;;1;1;2;1;1;;;;;;;;;10
0525;;;;;1;;2;;;4;5;;;;;;;;;;;;;12
0526;3;2;;1;2;2;4;3;2;2;2;;1;;;;;;;;;;;24
0527;;;;;1;;;;1;1;;;;;;;;;;;;;;3
0528;3;1;;;2;1;4;3;;1;2;1;;;;1;1;;;;;;;20
0529;;;;;;;;;;;;;;;;;;;;;;;;
0530;1;1;1;1;1;2;2;;3;1;1;;;1;1;;;;;;;;;16
0531;;;;;;;;;;;;;;;;;;;;;;;;
0532;;;;;;;;;;;;;;;;;;;;;;;;
0533;;;;;;;;;;;;;;;;;;;;;;;;
0534;2;;1;1;;2;5;10;4;5;5;;;;;1;;;;;;;;36
0535;;;;;;;;;;;;;;;;;;;;;;;;
0536;43;37;51;49;44;51;46;48;49;79;75;58;65;40;27;23;19;17;2;1;;;;824
0537;;;;;;;;;;;;;;;;;;;;;;;;
0538;;2;;;2;1;1;1;1;;1;;3;1;2;2;1;;;;;;;18
0539;14;20;6;10;15;14;14;21;26;24;18;41;37;42;25;18;9;4;1;;;;;359
0540;;;;1;1;;;;;;2;;;;1;;1;;;;;;;6
0541;;1;1;1;2;1;1;;1;3;4;2;;;;;;1;1;;;;;19
0542;1;1;2;1;1;1;1;3;3;3;2;2;2;1;5;1;3;;2;;;;;35
0543;18;17;18;9;12;23;27;43;33;25;31;26;29;17;19;13;11;13;3;;;;;387
0544;1;1;2;;;4;8;4;4;;3;4;8;3;1;3;1;1;;;;;;48
0545;17;20;12;10;14;33;38;33;30;31;37;54;98;68;51;37;25;13;5;1;;;;627
0546;2;;4;6;6;18;12;5;9;8;12;10;5;2;10;7;4;1;1;;;;;122
0547;10;25;7;11;13;12;25;22;33;25;27;20;39;34;23;21;17;9;4;2;;;;379
0548;2;1;1;1;;3;6;3;4;;;;2;1;3;1;1;2;;;;;;31
0549;;;;;;;;;;;;;;;;;;;;;;;;
0550;17;9;5;8;14;16;31;28;30;18;20;16;24;15;12;10;10;13;;;;;;296
0551;8;4;5;9;9;6;18;25;12;18;13;11;17;10;10;5;13;3;2;2;;;;200
0552;19;17;21;19;17;23;23;38;29;44;25;30;34;23;34;29;23;15;1;2;;;;466
0553;17;16;16;17;22;17;36;33;31;34;37;56;56;37;35;15;8;10;5;3;;;;501
0554;13;15;20;13;15;24;24;26;32;21;24;29;63;33;28;10;10;4;;1;;;;405
0555;;;1;2;1;;;;;;;3;1;;;;1;1;;;;;;10
0556;;;1;;;;1;1;1;1;;1;3;1;;;1;;;;;;;11
0557;;;;;;;;;;;;;;;;;;;;;;;;
0558;1;3;2;1;2;4;5;10;6;12;6;4;4;1;6;6;1;3;;;;;;77
0559;10;8;5;3;;5;2;12;17;9;4;4;;6;3;3;3;;;;;;;94
0560;;;;;;2;;;1;1;;1;;1;;1;;1;;;;;;8
0561;;;1;;2;2;;2;1;4;3;4;3;2;1;4;1;1;;;;;;31
0562;12;23;16;22;23;28;34;20;43;41;39;35;41;23;25;18;23;14;5;2;;;;487
0563;15;12;13;12;12;15;20;17;20;13;18;25;32;13;14;7;11;6;;1;;;;276
0564;;5;1;1;1;1;1;2;5;4;4;1;3;2;4;2;2;2;;;;;;41
0565;;;;;;;;1;1;;1;;2;;1;;;;;;;;;6
0566;;1;;1;;;2;1;2;1;1;1;;2;;4;1;;;;;;;17
0567;;;;;;1;1;1;;;;2;1;1;;;1;1;;;;;;9
0568;;;;;;;;;;;;;;;;;;;;;;;;
0569;5;5;2;3;6;7;14;9;7;9;1;3;4;4;5;12;4;3;;;;;;103
0570;11;9;7;11;5;5;16;24;18;7;8;15;9;12;10;11;9;11;1;;;;;199
0571;16;19;18;22;23;21;26;31;32;43;27;32;32;18;24;13;5;5;2;;;;;409
0572;6;5;8;9;6;16;24;19;15;14;20;30;56;42;37;15;14;14;;1;;;;351
0573;21;18;13;21;18;21;30;35;34;42;27;16;19;24;19;22;14;16;3;2;;;;415
0574;9;12;15;14;12;9;10;17;31;24;23;23;23;15;18;18;25;13;5;;;;;316
0575;15;20;20;23;15;15;21;30;49;45;32;31;63;77;89;55;37;28;8;2;;;;675
0576;9;11;13;15;3;7;8;22;33;31;13;13;39;66;59;37;18;6;9;1;;;;413
0577;10;12;14;11;12;8;9;19;34;30;21;13;44;50;54;16;16;16;3;1;;;;393
0578;;1;2;;;;;2;1;1;;;;2;;1;;;;;;;;10
0579;3;;1;1;2;4;4;4;4;6;6;6;4;8;5;2;;1;1;;;;;62
0580;2;4;1;;1;1;2;7;4;1;1;3;1;1;;1;1;;2;;;;;33
0581;4;;;;;2;2;2;;1;;2;;1;;;;;;;;;;14
0582;;;;;;;;;;;;;;;;;;;;;;;;
0583;;;;;1;3;;;1;1;;2;;;;;;;;;;;;8
0584;4;;;2;1;1;1;4;3;;;2;;3;1;2;;;;;;;;24
0585;6;2;;2;1;5;5;13;2;8;8;6;4;;1;1;2;;;;;;;66
0586;5;7;6;20;22;7;18;21;12;25;9;11;8;2;1;;;;;;;;;174
0587;1;1;;3;10;29;16;19;7;14;11;6;2;1;3;;;;;;;;;123
0588;10;2;4;3;3;5;23;14;11;10;7;6;4;2;10;4;5;6;3;;;;;132
0589;16;24;24;16;27;13;32;35;48;62;42;35;34;34;46;31;26;14;5;3;;;;567
0590;;;;;;2;;1;1;;;;1;;2;;;;;;;;;7
0591;2;5;7;4;8;8;11;19;12;13;14;6;9;5;4;3;4;4;;1;;;;139
0592;18;14;11;16;19;23;41;47;39;32;39;33;21;9;20;11;18;13;4;;;;;428
0593;;;;;;;;;;;;;;;;;;;;;;;;
0594;20;12;14;8;11;17;29;36;25;28;21;14;21;10;25;15;14;10;1;2;;;;333
0595;10;23;14;9;18;15;23;25;36;41;29;32;53;39;59;42;39;19;4;1;;;;531
0596;10;10;9;10;8;9;16;22;22;28;24;7;6;6;2;4;4;4;;;;;;201
0597;1;;1;;2;1;3;6;1;4;2;3;4;1;2;1;;1;;;;;;33
0598;41;36;20;14;15;35;41;65;74;50;28;17;12;9;10;5;8;4;1;;;;;485
0599;;;;;;;;;;;;;;;;;;;;;;;;
0600;3;1;;;;;3;2;2;1;1;1;2;3;1;;;2;;;;;;22
0601;;;;;;;;;;;;;;;;;;;;;;;;
0602;;;;;;;;;;;;;1;;;;;;;;;;;1
0603;10;11;5;7;7;17;16;11;23;11;10;9;9;5;15;15;4;4;;;;;;189
0604;2;4;1;4;8;26;25;16;20;20;17;18;17;12;18;11;7;9;4;2;;;;241
0605;;;;;;;;;;;;;;;;;;;;;;;;
0606;;;;;;;;;;;;;;;;;;;;;;;;
0607;;;;;;;;;;;;;;;;;;;;;;;;
0608;8;4;4;3;3;12;18;20;17;20;12;8;9;11;14;11;14;9;2;;;;;199
0609;11;14;8;4;10;24;28;31;26;23;14;17;16;11;13;16;14;14;;2;;;;296
0610;12;6;4;10;21;20;39;37;17;10;24;15;17;13;16;8;8;2;1;2;;;;282
0611;;;;;;;;;;;;;;;;;;;;;;;;
0612;;;;;;;;;;;;;;;;;;;;;;;;
0613;1;3;3;2;3;4;1;3;2;7;10;1;2;1;2;2;;;1;;2;;;50
0614;6;7;6;7;6;15;15;28;23;24;17;14;12;21;15;18;21;19;6;;2;;;282
0615;11;7;3;6;10;17;24;28;15;15;17;13;14;19;21;25;12;11;2;2;;;;272
0616;9;4;5;4;4;13;7;13;14;8;7;10;9;5;5;7;9;3;1;;;;;137
0617;5;6;5;3;6;6;14;19;11;14;9;9;11;15;12;8;11;11;3;1;;;;179
0618;5;4;1;2;8;14;22;18;24;11;10;11;7;4;3;4;2;6;3;;;;;159
0619;11;3;10;10;11;16;29;20;21;21;19;20;17;22;27;13;13;12;3;2;;;;300
0620;4;4;9;9;6;13;13;9;7;19;9;5;7;8;4;6;1;4;;1;;;;138
0621;;;;;;;;;;;;;;;;;;;;;;;;
0622;;;;;;;;;;;;;;;;;;;;;;;;
0623;;;2;2;3;6;2;;2;4;3;3;4;3;2;1;;;;;;;;37
0624;;;;;;;;;;;;;;;;;;;;;;;;
0625;4;2;;;3;5;8;3;4;2;1;3;3;2;10;1;3;2;3;1;;;;60
0626;2;6;4;5;6;10;12;13;18;21;19;15;24;11;11;10;8;7;2;;;;;204
0627;9;15;14;16;11;23;29;44;28;30;22;32;23;22;26;9;10;10;3;1;;;;377
0628;;;;;;;;;;;;;;;;;;;;;;;;
0629;4;1;2;1;2;10;7;10;6;5;4;7;12;5;4;4;5;8;2;;;;;99
0630;15;10;11;4;16;20;31;32;31;18;16;18;16;12;11;12;11;10;1;2;;;;297
0631;;;;;;;;;;;;;;;;;;;;;;;;
0632;5;3;3;3;6;11;13;15;7;11;15;11;13;9;12;12;12;10;5;1;1;;;178
0633;;;;;;;;;;;;;;;;;;;;;;;;
0634;6;14;12;7;16;22;36;25;34;22;19;17;21;16;19;8;19;14;8;;;;;335
0635;4;5;8;12;3;8;3;8;14;8;9;5;6;3;4;9;3;1;1;;;;;114
0636;5;3;4;3;4;11;5;14;9;7;8;9;3;12;10;10;7;7;;1;;1;;133
0637;16;24;15;13;18;38;39;34;29;36;27;27;28;25;29;32;14;12;4;1;1;;;462
0638;7;5;7;6;7;7;13;8;15;18;12;10;12;12;14;7;8;5;4;2;;;;179
0639;;;2;2;1;1;;;1;2;1;;3;2;;1;;;;;;;;16
0640;;;;;;;;;;;;;;;;;;;;;;;;
0641;4;2;6;4;4;10;8;13;11;16;10;4;7;9;14;14;19;10;;1;;;;166
0642;3;2;2;2;4;4;5;4;9;6;6;4;7;;10;5;9;4;2;;;;;88
0643;3;4;3;3;2;10;10;14;12;9;11;9;6;7;10;14;13;11;2;;;;;153
0644;4;7;9;4;4;8;12;12;13;10;17;12;8;7;17;19;13;17;3;;;;;196
0645;4;5;13;4;4;9;13;13;16;12;20;5;16;8;14;7;13;14;3;2;;;;195
0646;12;4;4;4;16;29;17;28;18;23;20;21;18;11;14;24;14;13;7;2;1;;;300
0647;6;4;5;3;7;15;22;18;17;13;13;15;12;6;11;5;12;12;3;;;;;199
0648;;;;;;;;;;;;;;;;;1;;;;;;;1
0649;9;6;5;6;10;18;22;19;19;14;17;12;13;10;15;5;9;7;4;;;;;220
0650;16;8;5;5;18;32;31;30;24;17;22;22;22;11;19;17;9;5;2;1;1;;;317
0651;20;15;13;7;8;22;31;37;35;22;14;29;25;17;12;7;5;6;2;;;;;327
0652;14;11;9;10;17;34;33;33;49;34;16;37;27;18;13;4;4;3;;;;;;366
0653;;1;1;;;2;;1;4;2;3;;2;2;1;3;2;;1;;;;;25
0654;5;3;5;4;1;6;6;8;5;7;6;3;3;3;4;6;5;5;;;;;;85
0655;2;1;;2;1;1;1;6;1;1;3;4;3;1;3;4;;1;2;1;;;;38
0656;7;7;12;9;8;11;15;21;18;20;25;15;23;13;16;15;18;8;11;3;1;;;276
0657;12;11;19;9;10;15;17;27;35;36;16;25;22;30;40;42;41;22;3;3;1;;;436
0658;;;;;;;;;;;;;;;;;;;;;;;;
0659;;;;;;;;;;;;;;;;;;;;;;;;
0660;;;;;;;;;;;;;;;;;;;;;;;;
0661;13;10;19;9;14;36;40;48;33;30;38;26;22;17;29;21;18;9;2;;1;;;435
0662;8;13;11;8;20;26;23;29;33;37;19;31;29;28;40;33;13;19;10;;;;;430
0663;7;;;2;4;6;7;6;7;10;10;7;14;7;16;9;10;4;3;1;;;;130
0664;6;2;4;2;3;5;12;11;18;9;8;10;11;16;19;12;12;12;2;;;;;174
0665;6;7;3;7;9;12;20;19;11;5;7;10;21;14;11;8;6;5;1;;;;;182
0666;6;6;7;5;3;23;15;15;10;17;11;5;5;6;3;8;3;3;2;;;;;153
