;;;;;;;;
Popolazione residente immigrata per sezione e luogo di immigrazione -  Maschi;;;;;;;;(a)
al 31 Dicembre 2010;;;;;;;;
Sezioni 2001 (b);1. Comuni della provincia Bologna;2. Altre province Emilia-Romagna;3. Italia nord occidentale;4. Italia nord orientale;5. Italia centrale;6. Italia meridionale e insulare;7. Stati esteri;Totale
1264;35;11;7;9;10;28;26;126
1265;2;1;;;5;1;2;11
1266;1;;;;1;;;2
1267;3;1;;1;4;1;;10
1268;24;16;12;9;10;10;10;91
1269;20;9;5;5;8;18;9;74
1270;29;13;9;10;8;22;8;99
1271;17;9;10;3;8;21;10;78
1272;25;16;7;7;15;14;17;101
1273;15;8;7;5;5;13;10;63
1274;24;12;12;8;8;18;19;101
1275;24;11;10;8;13;31;10;107
1276;35;17;9;7;13;23;11;115
1277;16;15;4;2;8;14;7;66
1278;16;13;3;3;4;7;8;54
1279;20;11;5;2;7;10;5;60
1280;25;8;7;5;4;20;6;75
1281;21;11;11;5;5;18;10;81
1282;13;2;1;1;3;7;14;41
1283;2;;;;1;3;;6
1284;31;7;6;3;7;18;10;82
1285;20;8;4;4;3;8;13;60
1286;5;1;3;1;4;3;1;18
1287;5;4;3;;3;3;2;20
1288;8;4;3;2;3;5;3;28
1289;25;8;7;6;4;16;19;85
1290;5;2;4;2;2;10;1;26
1291;1;;1;;;1;1;4
1292;;;;;;;;
1293;6;4;1;1;3;5;3;23
1294;38;19;10;6;9;23;11;116
1295;5;6;1;3;7;15;9;46
1296;20;16;3;5;13;10;10;77
1297;;;;1;1;;2;4
1298;4;2;3;;1;3;2;15
1299;;;;;;;;
1300;39;29;7;4;9;26;12;126
1301;13;10;1;4;4;6;4;42
1302;7;2;;2;6;5;2;24
1303;50;18;9;4;1;26;29;137
1304;27;6;6;6;6;17;7;75
1305;22;17;11;16;15;26;19;126
1306;;;;;;;;
1307;9;14;2;3;8;16;6;58
1308;15;2;2;;5;4;10;38
1309;10;3;7;1;3;5;4;33
1310;14;7;4;;5;14;4;48
1311;19;9;3;2;6;18;7;64
1312;21;7;11;1;8;24;13;85
1313;33;9;4;1;5;29;46;127
1314;35;18;10;;14;28;32;137
1315;26;16;5;2;5;18;17;89
1316;6;;1;;1;1;1;10
1317;8;8;4;4;6;9;2;41
1318;6;19;1;3;3;3;6;41
1319;17;7;11;5;10;8;7;65
1320;6;;3;1;1;1;1;13
1321;4;2;1;1;3;4;3;18
1322;7;6;2;;1;2;1;19
1323;5;3;6;;3;;2;19
1324;11;10;4;2;8;7;3;45
1325;22;7;10;3;4;12;3;61
1326;6;1;;1;;3;2;13
1327;7;3;1;1;2;1;;15
1328;;;;;;;;
1329;26;9;2;5;6;11;6;65
1330;15;10;4;3;4;5;5;46
1331;26;7;8;3;11;32;11;98
1332;43;12;9;1;14;23;8;110
1333;19;8;5;1;1;10;7;51
1334;25;12;5;2;5;21;12;82
1335;15;4;1;1;2;10;12;45
1336;7;8;3;2;6;3;4;33
1337;47;18;15;5;13;26;17;141
1338;20;20;11;3;14;17;9;94
1339;42;18;8;4;20;20;10;122
1340;6;4;;1;2;4;2;19
1341;10;5;1;;6;9;3;34
1342;3;5;;4;3;2;7;24
1343;19;2;2;2;5;6;5;41
1344;21;10;5;4;5;11;19;75
1345;9;4;1;1;2;3;;20
1346;4;3;2;1;3;4;2;19
1347;31;12;6;8;4;7;7;75
1348;16;9;2;5;4;4;12;52
1349;17;10;3;;3;7;18;58
1350;47;24;4;7;16;24;9;131
1351;44;8;9;3;10;30;14;118
1352;;;;;;;;
1353;;;;;;;;
1354;25;10;5;6;2;15;12;75
1355;40;7;4;3;5;15;22;96
1356;;;;;;;;
1357;5;6;2;;;5;2;20
1358;13;3;2;1;4;4;7;34
1359;1;1;1;;;;7;10
1360;9;9;5;;5;7;5;40
1361;13;8;4;4;5;9;16;59
1362;1;1;;;;1;1;4
1363;10;4;1;;5;2;1;23
1364;18;2;;1;2;6;4;33
1365;14;7;3;5;6;14;8;57
1366;14;5;;;3;6;4;32
1367;16;9;2;1;3;4;7;42
1368;20;5;3;1;4;7;3;43
1369;7;4;1;2;3;8;5;30
1370;27;14;2;5;15;28;12;103
1371;26;11;6;4;7;15;17;86
1372;40;14;5;4;14;25;28;130
1373;56;24;11;2;15;29;11;148
1374;20;7;3;2;4;13;9;58
1375;52;16;8;6;8;15;8;113
1376;6;5;;;1;;3;15
1377;;;;;;;;
1378;15;15;10;2;9;11;5;67
1379;6;4;7;2;4;9;6;38
1380;;;;;;;;
1381;2;;1;;;1;1;5
1382;6;2;;1;3;1;7;20
1383;20;6;6;;4;9;3;48
1384;6;5;2;2;3;1;3;22
1385;4;3;;6;;2;6;21
1386;9;12;7;4;4;8;5;49
1387;4;1;1;1;7;4;6;24
1388;9;3;;;;4;4;20
1389;6;5;;;5;1;1;18
1390;40;18;16;5;16;10;15;120
1391;30;19;6;4;9;27;21;116
1392;10;9;2;2;1;11;7;42
1393;11;8;2;1;5;3;1;31
1394;3;5;2;2;1;7;4;24
1395;2;2;3;1;3;3;;14
1396;2;1;;1;1;1;;6
1397;10;1;1;1;6;3;4;26
1398;18;10;6;2;6;5;9;56
1399;;;;;;1;;1
1400;3;3;2;5;4;1;;18
1401;13;4;10;1;11;14;2;55
1402;11;9;2;1;4;13;5;45
1403;29;14;7;6;6;11;5;78
1404;;;;;;;1;1
1405;4;2;;2;4;6;4;22
1406;5;7;5;1;4;;2;24
1407;22;7;2;1;7;3;2;44
1408;21;10;3;1;9;11;9;64
1409;;;;;;;;
1410;6;6;3;2;1;5;3;26
1411;12;8;2;5;4;8;4;43
1412;;;;;;;;
1413;56;21;9;9;11;19;14;139
1414;31;15;6;7;4;21;14;98
1415;4;;;;;1;;5
1416;15;2;1;;2;2;3;25
1417;1;;;;;;;1
1418;17;2;5;4;2;18;4;52
1419;15;5;2;3;1;7;21;54
1420;17;6;2;1;4;7;4;41
1421;18;4;5;;5;16;17;65
1422;18;5;5;1;3;11;14;57
1423;24;7;5;4;5;11;12;68
1424;21;4;4;5;6;22;11;73
1425;10;6;;1;3;11;3;34
1426;50;11;7;5;13;30;23;139
1427;5;8;;;;2;1;16
1428;;;;;;;;
1429;17;1;3;;2;4;2;29
1430;17;7;1;;3;7;8;43
1431;9;5;2;;2;6;4;28
1432;15;5;2;1;1;7;2;33
1433;15;4;2;1;2;5;2;31
1434;21;3;1;4;2;8;10;49
1435;10;1;2;1;;1;;15
1436;3;1;;;;1;4;9
1437;6;;1;1;4;1;2;15
1438;9;1;2;;3;6;5;26
1439;10;3;4;1;;9;;27
1440;19;10;3;3;6;22;15;78
1441;64;24;7;3;9;28;31;166
1442;20;6;4;2;5;11;4;52
1443;19;5;2;;3;9;11;49
1444;21;2;2;1;7;8;4;45
1445;23;5;3;3;5;23;4;66
1446;21;9;6;9;8;18;3;74
1447;14;9;5;4;3;19;9;63
1448;13;11;4;3;3;6;11;51
1449;37;17;11;6;21;54;20;166
1450;;;;;;;;
1451;;;;;;;;
1452;;;;;;;;
1453;;2;;3;1;4;;10
1454;;;;;;;;
1455;5;2;3;;1;6;1;18
1456;;;;;4;6;;10
1457;;1;;;1;1;;3
1458;;1;;;;2;;3
1459;;;;;;;;
1460;23;30;7;5;6;21;17;109
1461;5;6;1;1;3;15;5;36
1462;12;4;4;7;5;24;10;66
1463;26;14;15;4;12;41;19;131
1464;18;21;3;5;5;24;14;90
1465;22;13;10;7;15;26;10;103
1466;17;13;4;7;6;30;19;96
1467;15;14;2;11;5;13;12;72
1468;34;24;9;6;12;37;17;139
1469;;;;;;;;
1470;14;4;2;;7;4;4;35
1471;4;1;1;2;3;4;11;26
1472;;;;;;1;;1
1473;8;10;2;1;6;12;4;43
1474;4;2;5;2;2;12;3;30
1475;11;3;1;;;3;3;21
1476;11;10;1;3;7;7;1;40
1477;18;16;10;3;6;26;13;92
1478;22;11;5;7;9;13;22;89
1479;26;13;10;6;11;33;46;145
1480;24;19;7;9;16;16;24;115
1481;13;11;8;6;8;27;12;85
1482;13;12;4;11;7;34;24;105
1483;19;22;10;8;13;18;13;103
1484;3;6;2;;3;7;15;36
1485;9;5;3;5;3;8;5;38
1486;38;15;3;7;11;24;17;115
1487;8;5;1;;1;1;3;19
1488;6;5;;3;1;6;4;25
1489;7;4;2;2;3;4;8;30
1490;7;3;3;2;1;9;5;30
1491;2;5;;1;3;4;4;19
1492;8;2;2;5;1;5;2;25
1493;15;7;7;1;12;17;7;66
1494;1;1;;3;1;;8;14
1495;;;;;;;2;2
1496;8;11;1;7;8;11;4;50
1497;10;6;7;3;6;11;16;59
1498;7;2;6;;2;7;;24
1499;;;;;;;;
1500;;;;;;;;
1501;9;9;4;1;7;12;5;47
1502;1;;;;;1;;2
1503;11;7;;1;2;5;13;39
1504;;;;;;;;
1505;;;;;;;;
1506;7;;3;4;4;6;4;28
1507;2;5;1;2;1;7;1;19
1508;4;1;1;1;1;4;1;13
1509;1;;;;2;;;3
1510;9;;;2;2;4;1;18
1511;5;;5;1;3;4;1;19
1512;4;1;;1;3;4;1;14
1513;;;;;;;;
1514;1;1;;;1;;;3
1515;4;1;;;;;1;6
1516;2;1;;1;;;3;7
1517;;;;;;;;
1518;8;1;3;;;7;2;21
1519;2;;;3;3;;2;10
1520;5;1;1;2;2;6;5;22
1521;;;;;;;;
1522;25;17;14;3;11;26;19;115
1523;3;1;;1;;2;10;17
1524;2;2;;4;;2;;10
1525;21;13;7;15;12;18;17;103
1526;10;2;3;;3;5;6;29
1527;19;20;7;4;16;20;15;101
1528;13;9;1;4;2;9;17;55
1529;;;;;;;2;2
1530;5;2;2;2;2;9;17;39
1531;18;8;4;3;9;14;5;61
1532;10;11;6;6;9;17;8;67
1533;14;3;4;2;6;16;2;47
1534;4;11;5;5;6;7;9;47
1535;35;7;5;6;9;15;17;94
1536;;;;;;;;
1537;15;1;2;2;4;16;40;80
1538;;;;;;;;
1539;;;;;;;;
1540;6;4;2;;3;1;1;17
1541;2;1;1;;1;;2;7
1542;12;13;3;4;6;14;7;59
1543;;1;1;;;1;;3
1544;8;5;1;1;6;10;5;36
1545;12;6;6;2;9;11;7;53
1546;5;5;1;1;1;;5;18
1547;13;8;3;;6;6;9;45
1548;30;12;6;7;9;15;19;98
1549;19;14;3;2;8;13;10;69
1550;30;17;12;10;15;31;33;148
1551;30;11;7;3;11;23;28;113
1552;12;7;1;5;5;15;20;65
1553;;;;;;;;
1554;33;14;9;11;17;28;27;139
1555;14;7;2;6;9;27;8;73
1556;28;13;10;7;17;29;25;129
1557;10;11;3;7;3;19;18;71
1558;29;29;19;6;22;28;14;147
1559;;;;;;;;
1560;15;8;7;5;8;10;4;57
1561;23;11;6;5;9;16;9;79
1562;23;13;2;4;4;18;18;82
1563;17;6;1;4;7;23;2;60
1564;4;5;;;;7;6;22
1565;2;1;;1;3;3;2;12
1566;9;8;1;3;4;8;2;35
1567;17;8;4;1;3;20;9;62
1568;;;;;;;;
1569;16;3;3;4;2;9;18;55
1570;12;1;;2;2;17;;34
1571;5;1;2;;2;7;4;21
1572;7;9;;1;6;6;3;32
1573;3;;;;;4;4;11
1574;16;9;11;6;9;17;16;84
1575;;;1;1;;4;1;7
1576;24;4;3;2;7;13;7;60
1577;5;1;1;1;4;2;1;15
1578;;;;;;;;
1579;56;19;7;8;11;54;15;170
1580;7;6;2;1;3;7;2;28
1581;9;5;2;3;;7;3;29
1582;14;5;4;1;3;11;8;46
1583;34;19;2;7;15;38;18;133
1584;39;11;6;4;6;19;5;90
1585;10;5;1;4;4;8;4;36
1586;28;6;1;3;7;6;2;53
1587;25;4;3;3;5;4;1;45
1588;5;3;2;;5;5;2;22
1589;14;9;2;3;2;16;39;85
1590;10;5;3;;2;2;4;26
1591;49;15;2;2;6;22;11;107
1592;12;9;;2;4;10;5;42
1593;;;;;;;;
1594;17;5;1;6;4;7;50;90
1595;6;1;1;;5;7;5;25
1596;6;4;2;;2;2;4;20
1597;8;3;3;;1;2;5;22
1598;18;5;1;1;4;9;16;54
1599;13;6;2;;3;11;8;43
1600;21;14;6;2;9;28;25;105
1601;36;6;5;4;2;9;2;64
1602;48;12;9;5;2;29;15;120
1603;30;15;4;3;12;34;8;106
1604;;;;;;;;
1605;3;2;5;1;1;1;5;18
1606;;;;;;;;
1607;27;13;;2;5;17;4;68
1608;29;5;2;4;3;19;36;98
1609;1;;;1;;2;3;7
1610;13;4;1;1;1;7;6;33
1611;35;12;8;2;8;37;33;135
1612;5;;1;1;;3;3;13
1613;6;4;;;3;9;4;26
1614;20;7;3;1;6;17;16;70
1615;19;3;2;;1;14;15;54
1616;29;8;5;2;5;33;7;89
1617;11;2;3;1;;;2;19
1618;27;6;2;2;2;18;3;60
1619;2;1;;;3;1;;7
